Type,A,B,HP,Win
0,10,12,14,132
0,10,12,15,135
0,10,12,16,146
0,10,12,17,136
0,10,12,18,142
0,10,12,19,159
0,10,12,20,148
0,10,12,21,161
0,10,12,22,162
0,10,12,23,167
0,10,12,24,164
0,10,12,25,164
0,10,12,26,163
0,10,12,27,176
0,10,12,28,182
0,10,12,29,177
0,10,12,30,168
0,10,14,1,25
0,10,14,2,26
0,10,14,3,29
0,10,14,4,21
0,10,14,5,100
0,10,14,6,100
0,10,14,7,95
0,10,14,8,105
0,10,14,9,124
0,10,14,10,130
0,10,14,11,139
0,10,14,12,133
0,10,14,13,141
0,10,14,14,136
0,10,14,15,127
0,10,14,16,142
0,10,14,17,146
0,10,14,18,163
0,10,14,19,155
0,10,14,20,159
0,10,14,21,172
0,10,14,22,166
0,10,14,23,163
0,10,14,24,166
0,10,14,25,176
0,10,14,26,172
0,10,14,27,170
0,10,14,28,176
0,10,14,29,178
0,10,14,30,175
0,12,0,1,31
0,12,0,2,25
0,12,0,3,25
0,12,0,4,28
0,12,0,5,18
0,12,0,6,91
0,12,0,7,108
0,12,0,8,102
0,12,0,9,107
0,12,0,10,88
0,12,0,11,128
0,12,0,12,130
0,12,0,13,125
0,12,0,14,125
0,12,0,15,136
0,12,0,16,140
0,12,0,17,142
0,12,0,18,126
0,12,0,19,145
0,12,0,20,154
0,12,0,21,154
0,12,0,22,156
0,12,0,23,142
0,12,0,24,159
0,12,0,25,163
0,12,0,26,163
0,12,0,27,158
0,12,0,28,172
0,12,0,29,166
0,12,0,30,176
0,12,1,1,25
0,12,1,2,25
0,12,1,3,21
0,12,1,4,26
0,12,1,5,24
0,12,1,6,106
0,12,1,7,98
0,12,1,8,95
0,12,1,9,88
0,12,1,10,103
0,12,1,11,128
0,12,1,12,126
0,12,1,13,128
0,12,1,14,137
0,12,1,15,139
0,12,1,16,124
0,12,1,17,138
0,12,1,18,132
0,12,1,19,151
0,12,1,20,149
0,12,1,21,153
0,12,1,22,152
0,12,1,23,155
0,12,1,24,154
0,12,1,25,159
0,12,1,26,157
0,12,1,27,162
0,12,1,28,167
0,12,1,29,166
0,12,1,30,171
0,12,3,1,27
0,12,3,2,31
0,12,3,3,35
0,12,3,4,25
0,12,3,5,104
0,12,3,6,85
0,12,3,7,97
0,12,3,8,129
0,12,3,9,126
0,12,3,10,129
0,12,3,11,136
0,12,3,12,135
0,12,3,13,134
0,12,3,14,134
0,12,3,15,138
0,12,3,16,140
0,12,3,17,145
0,12,3,18,151
0,12,3,19,159
0,12,3,20,152
0,12,3,21,155
0,12,3,22,167
0,12,3,23,162
0,12,3,24,170
0,12,3,25,168
0,12,3,26,162
0,12,3,27,167
0,12,3,28,177
0,12,3,29,174
0,12,3,30,177
0,12,5,1,32
0,12,5,2,29
0,12,5,3,24
0,12,5,4,27
0,12,5,5,87
0,12,5,6,91
0,12,5,7,107
0,12,5,8,93
0,12,5,9,128
0,12,5,10,130
0,12,5,11,136
0,12,5,12,133
0,12,5,13,134
0,12,5,14,133
0,12,5,15,140
0,12,5,16,129
0,12,5,17,136
0,12,5,18,146
0,12,5,19,149
0,12,5,20,152
0,12,5,21,149
0,12,5,22,160
0,12,5,23,165
0,12,5,24,160
0,12,5,25,168
0,12,5,26,160
0,12,5,27,176
0,12,5,28,164
0,12,5,29,172
0,12,5,30,172
0,12,8,1,28
0,12,8,2,29
0,12,8,3,26
0,12,8,4,16
0,12,8,5,99
0,12,8,6,109
0,12,8,7,93
0,12,8,8,106
0,12,8,9,135
0,12,8,10,137
0,12,8,11,125
0,12,8,12,143
0,12,8,13,148
0,12,8,14,149
0,12,8,15,148
0,12,8,16,129
0,12,8,17,144
0,12,8,18,149
0,12,8,19,148
0,12,8,20,158
0,12,8,21,143
0,12,8,22,172
0,12,8,23,165
0,12,8,24,164
0,12,8,25,170
0,12,8,26,157
0,12,8,27,175
0,12,8,28,164
0,12,8,29,174
0,12,8,30,163
0,12,10,1,27
0,12,10,2,24
0,12,10,3,25
0,12,10,4,28
0,12,10,5,85
0,12,10,6,102
0,12,10,7,98
0,12,10,8,111
0,12,10,9,131
0,12,10,10,133
0,12,10,11,123
0,12,10,12,133
0,12,10,13,139
0,12,10,14,142
0,12,10,15,146
0,12,10,16,136
0,12,10,17,149
0,12,10,18,151
0,12,10,19,143
0,12,10,20,154
0,12,10,21,168
0,12,10,22,165
0,12,10,23,161
0,12,10,24,165
0,12,10,25,165
0,12,10,26,173
0,12,10,27,171
0,12,10,28,179
0,12,10,29,184
0,12,10,30,175
0,12,12,1,28
0,12,12,2,28
0,12,12,3,29
0,12,12,4,32
0,12,12,5,103
0,12,12,6,106
0,12,12,7,101
0,12,12,8,106
0,12,12,9,123
0,12,12,10,138
0,12,12,11,126
0,12,12,12,144
0,12,12,13,135
0,12,12,14,143
0,12,12,15,132
0,12,12,16,136
0,12,12,17,133
0,12,12,18,155
0,12,12,19,152
0,12,12,20,163
0,12,12,21,154
0,12,12,22,167
0,12,12,23,169
0,12,12,24,164
0,12,12,25,165
0,12,12,26,176
0,12,12,27,173
0,12,12,28,174
0,12,12,29,175
0,12,12,30,169
0,12,14,1,27
0,12,14,2,30
0,12,14,3,25
0,12,14,4,27
0,12,14,5,89
0,12,14,6,106
0,12,14,7,102
0,12,14,8,99
0,12,14,9,129
0,12,14,10,129
0,12,14,11,142
0,12,14,12,135
0,12,14,13,137
0,12,14,14,143
0,12,14,15,136
0,12,14,16,134
0,12,14,17,143
0,12,14,18,148
0,12,14,19,153
0,12,14,20,143
0,12,14,21,172
0,12,14,22,165
0,12,14,23,162
0,12,14,24,165
0,12,14,25,172
0,12,14,26,165
0,12,14,27,177
0,12,14,28,175
0,12,14,29,172
0,12,14,30,173
0,14,0,1,25
0,14,0,2,31
0,14,0,3,27
0,14,0,4,27
0,14,0,5,24
0,14,0,6,99
0,14,0,7,117
0,14,0,8,106
0,14,0,9,106
0,14,0,10,114
0,14,0,11,139
0,14,0,12,143
0,14,0,13,140
0,14,0,14,143
0,14,0,15,142
0,14,0,16,145
0,14,0,17,146
0,14,0,18,145
0,14,0,19,146
0,14,0,20,157
0,14,0,21,156
0,14,0,22,166
0,14,0,23,157
0,14,0,24,157
0,14,0,25,161
0,14,0,26,175
0,14,0,27,171
0,14,0,28,164
0,14,0,29,173
0,14,0,30,176
0,14,1,1,27
0,14,1,2,24
0,14,1,3,38
0,14,1,4,24
0,14,1,5,29
0,14,1,6,102
0,14,1,7,106
0,14,1,8,101
0,14,1,9,106
0,14,1,10,102
0,14,1,11,124
0,14,1,12,140
0,14,1,13,141
0,14,1,14,144
0,14,1,15,142
0,14,1,16,149
0,14,1,17,136
0,14,1,18,143
0,14,1,19,156
0,14,1,20,157
0,14,1,21,146
0,14,1,22,150
0,14,1,23,152
0,14,1,24,155
0,14,1,25,174
0,14,1,26,174
0,14,1,27,175
0,14,1,28,170
0,14,1,29,174
0,14,1,30,173
0,14,3,1,40
0,14,3,2,34
0,14,3,3,31
0,14,3,4,30
0,14,3,5,110
0,14,3,6,108
0,14,3,7,107
0,14,3,8,122
0,14,3,9,138
0,14,3,10,142
0,14,3,11,142
0,14,3,12,152
0,14,3,13,140
0,14,3,14,131
0,14,3,15,136
0,14,3,16,145
0,14,3,17,141
0,14,3,18,139
0,14,3,19,155
0,14,3,20,162
0,14,3,21,162
0,14,3,22,160
0,14,3,23,172
0,14,3,24,176
0,14,3,25,173
0,14,3,26,162
0,14,3,27,178
0,14,3,28,168
0,14,3,29,176
0,14,3,30,173
0,14,5,1,37
0,14,5,2,30
0,14,5,3,36
0,14,5,4,32
0,14,5,5,110
0,14,5,6,104
0,14,5,7,106
0,14,5,8,112
0,14,5,9,134
0,14,5,10,140
0,14,5,11,140
0,14,5,12,152
0,14,5,13,145
0,14,5,14,147
0,14,5,15,151
0,14,5,16,138
0,14,5,17,135
0,14,5,18,138
0,14,5,19,163
0,14,5,20,153
0,14,5,21,151
0,14,5,22,153
0,14,5,23,164
0,14,5,24,180
0,14,5,25,173
0,14,5,26,167
0,14,5,27,180
0,14,5,28,173
0,14,5,29,185
0,14,5,30,179
0,14,8,1,31
0,14,8,2,34
0,14,8,3,31
0,14,8,4,24
0,14,8,5,98
0,14,8,6,108
0,14,8,7,100
0,14,8,8,114
0,14,8,9,140
0,14,8,10,129
0,14,8,11,134
0,14,8,12,145
0,14,8,13,143
0,14,8,14,136
0,14,8,15,135
0,14,8,16,136
0,14,8,17,157
0,14,8,18,150
0,14,8,19,158
0,14,8,20,162
0,14,8,21,163
0,14,8,22,155
0,14,8,23,167
0,14,8,24,177
0,14,8,25,174
0,14,8,26,169
0,14,8,27,172
0,14,8,28,176
0,14,8,29,171
0,14,8,30,177
0,14,10,1,32
0,14,10,2,30
0,14,10,3,24
0,14,10,4,28
0,14,10,5,97
0,14,10,6,96
0,14,10,7,102
0,14,10,8,117
0,14,10,9,134
0,14,10,10,140
0,14,10,11,140
0,14,10,12,147
0,14,10,13,147
0,14,10,14,134
0,14,10,15,146
0,14,10,16,151
0,14,10,17,132
0,14,10,18,164
0,14,10,19,151
0,14,10,20,155
0,14,10,21,164
0,14,10,22,177
0,14,10,23,171
0,14,10,24,175
0,14,10,25,173
0,14,10,26,170
0,14,10,27,175
0,14,10,28,168
0,14,10,29,175
0,14,10,30,173
0,14,12,1,23
0,14,12,2,25
0,14,12,3,39
0,14,12,4,36
0,14,12,5,96
0,14,12,6,116
0,14,12,7,114
0,14,12,8,122
0,14,12,9,135
0,14,12,10,139
0,14,12,11,145
0,14,12,12,147
0,14,12,13,144
0,14,12,14,150
0,14,12,15,134
0,14,12,16,145
0,14,12,17,141
0,14,12,18,152
0,14,12,19,160
0,14,12,20,161
0,14,12,21,157
0,14,12,22,179
0,14,12,23,164
0,14,12,24,167
0,14,12,25,171
0,14,12,26,174
0,14,12,27,181
0,14,12,28,178
0,14,12,29,183
0,14,12,30,176
0,14,14,1,34
0,14,14,2,28
0,14,14,3,27
0,14,14,4,30
0,14,14,5,110
0,14,14,6,108
0,14,14,7,104
0,14,14,8,113
0,14,14,9,130
0,14,14,10,137
0,14,14,11,142
0,14,14,12,152
0,14,14,13,140
0,14,14,14,143
0,14,14,15,141
0,14,14,16,143
0,14,14,17,138
0,14,14,18,153
0,14,14,19,159
0,14,14,20,166
0,14,14,21,162
0,14,14,22,162
0,14,14,23,169
0,14,14,24,175
0,14,14,25,179
0,14,14,26,178
0,14,14,27,170
0,14,14,28,178
0,14,14,29,170
0,14,14,30,174
1,0,0,1,0
1,0,0,2,0
1,0,0,3,0
1,0,0,4,0
1,0,0,5,0
1,0,0,6,0
1,0,0,7,12
1,0,0,8,6
1,0,0,9,11
1,0,0,10,13
1,0,0,11,13
1,0,0,12,42
1,0,0,13,51
1,0,0,14,55
1,0,0,15,58
1,0,0,16,63
1,0,0,17,117
1,0,0,18,107
1,0,0,19,118
1,0,0,20,117
1,0,0,21,136
1,0,0,22,163
1,0,0,23,155
1,0,0,24,159
1,0,0,25,169
1,0,0,26,156
1,0,0,27,170
1,0,0,28,165
1,0,0,29,167
1,0,0,30,175
1,0,1,1,0
1,0,1,2,0
1,0,1,3,0
1,0,1,4,0
1,0,1,5,0
1,0,1,6,1
1,0,1,7,9
1,0,1,8,5
1,0,1,9,12
1,0,1,10,9
1,0,1,11,10
1,0,1,12,53
1,0,1,13,60
1,0,1,14,62
1,0,1,15,51
1,0,1,16,80
1,0,1,17,118
1,0,1,18,116
1,0,1,19,124
1,0,1,20,124
1,0,1,21,140
1,0,1,22,163
1,0,1,23,164
1,0,1,24,165
1,0,1,25,168
1,0,1,26,171
1,0,1,27,173
1,0,1,28,166
1,0,1,29,170
1,0,1,30,176
1,0,3,1,0
1,0,3,2,0
1,0,3,3,0
1,0,3,4,0
1,0,3,5,0
1,0,3,6,0
1,0,3,7,9
1,0,3,8,7
1,0,3,9,13
1,0,3,10,18
1,0,3,11,51
1,0,3,12,52
1,0,3,13,54
1,0,3,14,70
1,0,3,15,111
1,0,3,16,113
1,0,3,17,115
1,0,3,18,137
1,0,3,19,164
1,0,3,20,158
1,0,3,21,168
1,0,3,22,165
1,0,3,23,171
1,0,3,24,167
1,0,3,25,167
1,0,3,26,168
1,0,3,27,170
1,0,3,28,171
1,0,3,29,176
1,0,3,30,175
1,0,5,1,0
1,0,5,2,0
1,0,5,3,0
1,0,5,4,0
1,0,5,5,0
1,0,5,6,0
1,0,5,7,7
1,0,5,8,15
1,0,5,9,9
1,0,5,10,15
1,0,5,11,57
1,0,5,12,62
1,0,5,13,56
1,0,5,14,73
1,0,5,15,107
1,0,5,16,125
1,0,5,17,124
1,0,5,18,136
1,0,5,19,156
1,0,5,20,164
1,0,5,21,165
1,0,5,22,169
1,0,5,23,165
1,0,5,24,169
1,0,5,25,167
1,0,5,26,171
1,0,5,27,177
1,0,5,28,181
1,0,5,29,175
1,0,5,30,180
1,0,8,1,0
1,0,8,2,0
1,0,8,3,0
1,0,8,4,0
1,0,8,5,0
1,0,8,6,4
1,0,8,7,15
1,0,8,8,11
1,0,8,9,13
1,0,8,10,16
1,0,8,11,51
1,0,8,12,51
1,0,8,13,49
1,0,8,14,61
1,0,8,15,119
1,0,8,16,124
1,0,8,17,103
1,0,8,18,145
1,0,8,19,148
1,0,8,20,159
1,0,8,21,168
1,0,8,22,168
1,0,8,23,164
1,0,8,24,173
1,0,8,25,174
1,0,8,26,175
1,0,8,27,173
1,0,8,28,169
1,0,8,29,184
1,0,8,30,174
1,0,10,1,0
1,0,10,2,1
1,0,10,3,0
1,0,10,4,1
1,0,10,5,0
1,0,10,6,1
1,0,10,7,11
1,0,10,8,5
1,0,10,9,12
1,0,10,10,25
1,0,10,11,52
1,0,10,12,47
1,0,10,13,50
1,0,10,14,78
1,0,10,15,126
1,0,10,16,116
1,0,10,17,119
1,0,10,18,135
1,0,10,19,168
1,0,10,20,159
1,0,10,21,160
1,0,10,22,174
1,0,10,23,166
1,0,10,24,167
1,0,10,25,172
1,0,10,26,167
1,0,10,27,181
1,0,10,28,173
1,0,10,29,182
1,0,10,30,184
1,0,12,1,0
1,0,12,2,0
1,0,12,3,0
1,0,12,4,0
1,0,12,5,0
1,0,12,6,0
1,0,12,7,5
1,0,12,8,11
1,0,12,9,16
1,0,12,10,20
1,0,12,11,43
1,0,12,12,56
1,0,12,13,49
1,0,12,14,72
1,0,12,15,113
1,0,12,16,114
1,0,12,17,119
1,0,12,18,146
1,0,12,19,156
1,0,12,20,156
1,0,12,21,154
1,0,12,22,168
1,0,12,23,172
1,0,12,24,167
1,0,12,25,151
1,0,12,26,173
1,0,12,27,176
1,0,12,28,169
1,0,12,29,184
1,0,12,30,173
1,0,14,1,0
1,0,14,2,0
1,0,14,3,0
1,0,14,4,0
1,0,14,5,0
1,0,14,6,0
1,0,14,7,9
1,0,14,8,6
1,0,14,9,11
1,0,14,10,31
1,0,14,11,52
1,0,14,12,47
1,0,14,13,73
1,0,14,14,78
1,0,14,15,123
1,0,14,16,122
1,0,14,17,135
1,0,14,18,161
1,0,14,19,154
1,0,14,20,166
1,0,14,21,164
1,0,14,22,170
1,0,14,23,172
1,0,14,24,171
1,0,14,25,175
1,0,14,26,180
1,0,14,27,169
1,0,14,28,178
1,0,14,29,183
1,0,14,30,186
1,1,0,1,0
1,1,0,2,0
1,1,0,3,0
1,1,0,4,0
1,1,0,5,0
1,1,0,6,0
1,1,0,7,14
1,1,0,8,13
1,1,0,9,15
1,1,0,10,14
1,1,0,11,20
1,1,0,12,56
1,1,0,13,50
1,1,0,14,52
1,1,0,15,53
1,1,0,16,69
1,1,0,17,111
1,1,0,18,128
1,1,0,19,129
1,1,0,20,139
1,1,0,21,150
1,1,0,22,168
1,1,0,23,175
1,1,0,24,163
1,1,0,25,160
1,1,0,26,174
1,1,0,27,175
1,1,0,28,178
1,1,0,29,175
1,1,0,30,181
1,1,1,1,0
1,1,1,2,1
1,1,1,3,0
1,1,1,4,0
1,1,1,5,0
1,1,1,6,2
1,1,1,7,11
1,1,1,8,14
1,1,1,9,11
1,1,1,10,13
1,1,1,11,18
1,1,1,12,43
1,1,1,13,52
1,1,1,14,49
1,1,1,15,59
1,1,1,16,83
1,1,1,17,129
1,1,1,18,120
1,1,1,19,120
1,1,1,20,133
1,1,1,21,149
1,1,1,22,163
1,1,1,23,164
1,1,1,24,183
1,1,1,25,179
1,1,1,26,174
1,1,1,27,173
1,1,1,28,173
1,1,1,29,184
1,1,1,30,181
1,1,3,1,0
1,1,3,2,0
1,1,3,3,0
1,1,3,4,1
1,1,3,5,0
1,1,3,6,0
1,1,3,7,9
1,1,3,8,12
1,1,3,9,5
1,1,3,10,21
1,1,3,11,63
1,1,3,12,56
1,1,3,13,62
1,1,3,14,89
1,1,3,15,131
1,1,3,16,132
1,1,3,17,134
1,1,3,18,153
1,1,3,19,165
1,1,3,20,172
1,1,3,21,170
1,1,3,22,165
1,1,3,23,172
1,1,3,24,178
1,1,3,25,167
1,1,3,26,166
1,1,3,27,171
1,1,3,28,180
1,1,3,29,179
1,1,3,30,182
1,1,5,1,0
1,1,5,2,1
1,1,5,3,0
1,1,5,4,1
1,1,5,5,0
1,1,5,6,1
1,1,5,7,12
1,1,5,8,10
1,1,5,9,12
1,1,5,10,15
1,1,5,11,61
1,1,5,12,59
1,1,5,13,56
1,1,5,14,79
1,1,5,15,121
1,1,5,16,129
1,1,5,17,122
1,1,5,18,135
1,1,5,19,159
1,1,5,20,171
1,1,5,21,174
1,1,5,22,173
1,1,5,23,173
1,1,5,24,169
1,1,5,25,171
1,1,5,26,169
1,1,5,27,187
1,1,5,28,174
1,1,5,29,182
1,1,5,30,176
1,1,8,1,2
1,1,8,2,0
1,1,8,3,0
1,1,8,4,0
1,1,8,5,1
1,1,8,6,0
1,1,8,7,7
1,1,8,8,12
1,1,8,9,12
1,1,8,10,11
1,1,8,11,41
1,1,8,12,57
1,1,8,13,65
1,1,8,14,73
1,1,8,15,133
1,1,8,16,137
1,1,8,17,114
1,1,8,18,142
1,1,8,19,161
1,1,8,20,173
1,1,8,21,172
1,1,8,22,164
1,1,8,23,172
1,1,8,24,177
1,1,8,25,168
1,1,8,26,174
1,1,8,27,184
1,1,8,28,189
1,1,8,29,175
1,1,8,30,175
1,1,10,1,0
1,1,10,2,0
1,1,10,3,0
1,1,10,4,0
1,1,10,5,0
1,1,10,6,1
1,1,10,7,5
1,1,10,8,11
1,1,10,9,10
1,1,10,10,12
1,1,10,11,60
1,1,10,12,60
1,1,10,13,52
1,1,10,14,74
1,1,10,15,125
1,1,10,16,120
1,1,10,17,132
1,1,10,18,149
1,1,10,19,171
1,1,10,20,154
1,1,10,21,166
1,1,10,22,168
1,1,10,23,176
1,1,10,24,169
1,1,10,25,173
1,1,10,26,173
1,1,10,27,177
1,1,10,28,184
1,1,10,29,176
1,1,10,30,176
1,1,12,1,0
1,1,12,2,1
1,1,12,3,1
1,1,12,4,0
1,1,12,5,0
1,1,12,6,0
1,1,12,7,7
1,1,12,8,12
1,1,12,9,13
1,1,12,10,19
1,1,12,11,57
1,1,12,12,55
1,1,12,13,52
1,1,12,14,78
1,1,12,15,128
1,1,12,16,130
1,1,12,17,111
1,1,12,18,147
1,1,12,19,154
1,1,12,20,163
1,1,12,21,172
1,1,12,22,173
1,1,12,23,174
1,1,12,24,173
1,1,12,25,171
1,1,12,26,167
1,1,12,27,187
1,1,12,28,183
1,1,12,29,178
1,1,12,30,184
1,1,14,1,0
1,1,14,2,0
1,1,14,3,0
1,1,14,4,0
1,1,14,5,0
1,1,14,6,1
1,1,14,7,9
1,1,14,8,16
1,1,14,9,11
1,1,14,10,29
1,1,14,11,53
1,1,14,12,43
1,1,14,13,76
1,1,14,14,96
1,1,14,15,130
1,1,14,16,132
1,1,14,17,145
1,1,14,18,158
1,1,14,19,168
1,1,14,20,171
1,1,14,21,167
1,1,14,22,166
1,1,14,23,179
1,1,14,24,168
1,1,14,25,173
1,1,14,26,177
1,1,14,27,175
1,1,14,28,180
1,1,14,29,183
1,1,14,30,184
1,3,0,1,0
1,3,0,2,0
1,3,0,3,0
1,3,0,4,0
1,3,0,5,0
1,3,0,6,2
1,3,0,7,6
1,3,0,8,10
1,3,0,9,15
1,3,0,10,17
1,3,0,11,21
1,3,0,12,44
1,3,0,13,61
1,3,0,14,73
1,3,0,15,57
1,3,0,16,89
1,3,0,17,131
1,3,0,18,135
1,3,0,19,133
1,3,0,20,145
1,3,0,21,146
1,3,0,22,169
1,3,0,23,167
1,3,0,24,169
1,3,0,25,177
1,3,0,26,176
1,3,0,27,175
1,3,0,28,171
1,3,0,29,179
1,3,0,30,183
1,3,1,1,0
1,3,1,2,0
1,3,1,3,0
1,3,1,4,0
1,3,1,5,0
1,3,1,6,3
1,3,1,7,13
1,3,1,8,15
1,3,1,9,10
1,3,1,10,14
1,3,1,11,18
1,3,1,12,58
1,3,1,13,55
1,3,1,14,54
1,3,1,15,68
1,3,1,16,97
1,3,1,17,126
1,3,1,18,126
1,3,1,19,143
1,3,1,20,154
1,3,1,21,151
1,3,1,22,172
1,3,1,23,181
1,3,1,24,174
1,3,1,25,174
1,3,1,26,180
1,3,1,27,185
1,3,1,28,177
1,3,1,29,179
1,3,1,30,187
1,3,3,1,0
1,3,3,2,0
1,3,3,3,0
1,3,3,4,0
1,3,3,5,0
1,3,3,6,1
1,3,3,7,12
1,3,3,8,14
1,3,3,9,16
1,3,3,10,16
1,3,3,11,67
1,3,3,12,59
1,3,3,13,67
1,3,3,14,70
1,3,3,15,133
1,3,3,16,126
1,3,3,17,138
1,3,3,18,148
1,3,3,19,170
1,3,3,20,170
1,3,3,21,175
1,3,3,22,175
1,3,3,23,168
1,3,3,24,173
1,3,3,25,169
1,3,3,26,176
1,3,3,27,177
1,3,3,28,187
1,3,3,29,185
1,3,3,30,184
1,3,5,1,0
1,3,5,2,0
1,3,5,3,0
1,3,5,4,0
1,3,5,5,0
1,3,5,6,1
1,3,5,7,10
1,3,5,8,14
1,3,5,9,10
1,3,5,10,16
1,3,5,11,63
1,3,5,12,58
1,3,5,13,74
1,3,5,14,89
1,3,5,15,137
1,3,5,16,137
1,3,5,17,132
1,3,5,18,145
1,3,5,19,160
1,3,5,20,181
1,3,5,21,164
1,3,5,22,169
1,3,5,23,178
1,3,5,24,173
1,3,5,25,180
1,3,5,26,176
1,3,5,27,178
1,3,5,28,182
1,3,5,29,183
1,3,5,30,183
1,3,8,1,0
1,3,8,2,0
1,3,8,3,0
1,3,8,4,0
1,3,8,5,0
1,3,8,6,0
1,3,8,7,7
1,3,8,8,12
1,3,8,9,12
1,3,8,10,17
1,3,8,11,55
1,3,8,12,72
1,3,8,13,67
1,3,8,14,73
1,3,8,15,138
1,3,8,16,140
1,3,8,17,141
1,3,8,18,153
1,3,8,19,167
1,3,8,20,176
1,3,8,21,180
1,3,8,22,175
1,3,8,23,171
1,3,8,24,181
1,3,8,25,176
1,3,8,26,179
1,3,8,27,184
1,3,8,28,179
1,3,8,29,184
1,3,8,30,191
1,3,10,1,0
1,3,10,2,1
1,3,10,3,0
1,3,10,4,0
1,3,10,5,0
1,3,10,6,0
1,3,10,7,13
1,3,10,8,10
1,3,10,9,9
1,3,10,10,19
1,3,10,11,51
1,3,10,12,64
1,3,10,13,75
1,3,10,14,94
1,3,10,15,135
1,3,10,16,139
1,3,10,17,140
1,3,10,18,147
1,3,10,19,171
1,3,10,20,173
1,3,10,21,170
1,3,10,22,176
1,3,10,23,180
1,3,10,24,176
1,3,10,25,186
1,3,10,26,176
1,3,10,27,186
1,3,10,28,178
1,3,10,29,183
1,3,10,30,177
1,3,12,1,1
1,3,12,2,0
1,3,12,3,0
1,3,12,4,0
1,3,12,5,0
1,3,12,6,3
1,3,12,7,13
1,3,12,8,14
1,3,12,9,7
1,3,12,10,14
1,3,12,11,65
1,3,12,12,56
1,3,12,13,53
1,3,12,14,83
1,3,12,15,139
1,3,12,16,129
1,3,12,17,130
1,3,12,18,156
1,3,12,19,180
1,3,12,20,173
1,3,12,21,166
1,3,12,22,175
1,3,12,23,182
1,3,12,24,179
1,3,12,25,170
1,3,12,26,176
1,3,12,27,187
1,3,12,28,178
1,3,12,29,189
1,3,12,30,186
1,3,14,1,0
1,3,14,2,0
1,3,14,3,0
1,3,14,4,0
1,3,14,5,0
1,3,14,6,3
1,3,14,7,11
1,3,14,8,10
1,3,14,9,16
1,3,14,10,37
1,3,14,11,73
1,3,14,12,56
1,3,14,13,84
1,3,14,14,110
1,3,14,15,135
1,3,14,16,143
1,3,14,17,145
1,3,14,18,172
1,3,14,19,170
1,3,14,20,173
1,3,14,21,174
1,3,14,22,174
1,3,14,23,173
1,3,14,24,176
1,3,14,25,173
1,3,14,26,183
1,3,14,27,181
1,3,14,28,180
1,3,14,29,180
1,3,14,30,193
1,6,0,1,1
1,6,0,2,0
1,6,0,3,0
1,6,0,4,0
1,6,0,5,0
1,6,0,6,5
1,6,0,7,9
1,6,0,8,10
1,6,0,9,7
1,6,0,10,16
1,6,0,11,17
1,6,0,12,67
1,6,0,13,66
1,6,0,14,66
1,6,0,15,59
1,6,0,16,69
1,6,0,17,130
1,6,0,18,136
1,6,0,19,137
1,6,0,20,146
1,6,0,21,160
1,6,0,22,176
1,6,0,23,174
1,6,0,24,179
1,6,0,25,173
1,6,0,26,181
1,6,0,27,175
1,6,0,28,181
1,6,0,29,176
1,6,0,30,182
1,6,1,1,1
1,6,1,2,1
1,6,1,3,0
1,6,1,4,0
1,6,1,5,0
1,6,1,6,3
1,6,1,7,9
1,6,1,8,8
1,6,1,9,17
1,6,1,10,15
1,6,1,11,19
1,6,1,12,65
1,6,1,13,76
1,6,1,14,78
1,6,1,15,63
1,6,1,16,83
1,6,1,17,121
1,6,1,18,138
1,6,1,19,135
1,6,1,20,140
1,6,1,21,155
1,6,1,22,172
1,6,1,23,180
1,6,1,24,181
1,6,1,25,176
1,6,1,26,170
1,6,1,27,175
1,6,1,28,188
1,6,1,29,184
1,6,1,30,182
1,6,3,1,0
1,6,3,2,0
1,6,3,3,0
1,6,3,4,0
1,6,3,5,0
1,6,3,6,3
1,6,3,7,9
1,6,3,8,10
1,6,3,9,10
1,6,3,10,15
1,6,3,11,57
1,6,3,12,67
1,6,3,13,61
1,6,3,14,86
1,6,3,15,134
1,6,3,16,131
1,6,3,17,141
1,6,3,18,143
1,6,3,19,166
1,6,3,20,176
1,6,3,21,170
1,6,3,22,179
1,6,3,23,175
1,6,3,24,176
1,6,3,25,175
1,6,3,26,175
1,6,3,27,181
1,6,3,28,187
1,6,3,29,179
1,6,3,30,181
1,6,5,1,0
1,6,5,2,1
1,6,5,3,0
1,6,5,4,0
1,6,5,5,0
1,6,5,6,1
1,6,5,7,8
1,6,5,8,21
1,6,5,9,8
1,6,5,10,17
1,6,5,11,76
1,6,5,12,59
1,6,5,13,68
1,6,5,14,88
1,6,5,15,145
1,6,5,16,140
1,6,5,17,140
1,6,5,18,157
1,6,5,19,168
1,6,5,20,168
1,6,5,21,170
1,6,5,22,170
1,6,5,23,174
1,6,5,24,176
1,6,5,25,177
1,6,5,26,173
1,6,5,27,178
1,6,5,28,185
1,6,5,29,180
1,6,5,30,185
1,6,8,1,0
1,6,8,2,0
1,6,8,3,0
1,6,8,4,0
1,6,8,5,0
1,6,8,6,1
1,6,8,7,17
1,6,8,8,10
1,6,8,9,13
1,6,8,10,29
1,6,8,11,63
1,6,8,12,60
1,6,8,13,69
1,6,8,14,83
1,6,8,15,125
1,6,8,16,137
1,6,8,17,134
1,6,8,18,155
1,6,8,19,173
1,6,8,20,168
1,6,8,21,177
1,6,8,22,175
1,6,8,23,171
1,6,8,24,170
1,6,8,25,175
1,6,8,26,183
1,6,8,27,187
1,6,8,28,177
1,6,8,29,176
1,6,8,30,187
1,6,10,1,0
