A,B,S,C,HP,Win
5,8,11,0,46,56
5,8,11,0,47,62
5,8,11,0,48,56
5,8,11,0,49,56
5,8,11,0,50,68
5,8,11,0,51,60
5,8,11,0,52,69
5,8,11,0,53,73
5,8,11,0,54,74
5,8,11,0,55,76
5,8,11,0,56,81
5,8,11,0,57,83
5,8,11,0,58,83
5,8,11,0,59,87
5,8,11,0,60,89
5,8,11,0,61,80
5,8,11,0,62,74
5,8,11,0,63,70
5,8,11,0,64,91
5,8,11,0,65,90
5,8,11,0,66,82
5,8,11,0,67,73
5,8,11,0,68,98
5,8,11,0,69,88
5,8,11,0,70,84
5,8,11,0,71,96
5,8,11,0,72,101
5,8,11,0,73,111
5,8,11,0,74,96
5,8,11,0,75,116
5,8,11,0,76,111
5,8,11,0,77,123
5,8,11,0,78,109
5,8,11,0,79,120
5,8,11,0,80,121
5,8,11,0,81,108
5,8,11,0,82,120
5,8,11,0,83,116
5,8,11,1,40,48
5,8,11,1,41,45
5,8,11,1,42,39
5,8,11,1,43,44
5,8,11,1,44,44
5,8,11,1,45,55
5,8,11,1,46,58
5,8,11,1,47,60
5,8,11,1,48,62
5,8,11,1,49,69
5,8,11,1,50,68
5,8,11,1,51,72
5,8,11,1,52,66
5,8,11,1,53,73
5,8,11,1,54,76
5,8,11,1,55,67
5,8,11,1,56,70
5,8,11,1,57,83
5,8,11,1,58,87
5,8,11,1,59,93
5,8,11,1,60,75
5,8,11,1,61,92
5,8,11,1,62,83
5,8,11,1,63,86
5,8,11,1,64,89
5,8,11,1,65,81
5,8,11,1,66,86
5,8,11,1,67,91
5,8,11,1,68,79
5,8,11,1,69,88
5,8,11,1,70,92
5,8,11,1,71,104
5,8,11,1,72,93
5,8,11,1,73,105
5,8,11,1,74,107
5,8,11,1,75,109
5,8,11,1,76,109
5,8,11,1,77,121
5,8,11,1,78,110
5,8,11,1,79,104
5,8,11,1,80,115
5,8,11,1,81,115
5,8,11,1,82,124
5,8,11,1,83,120
5,8,11,3,40,49
5,8,11,3,41,52
5,8,11,3,42,49
5,8,11,3,43,58
5,8,11,3,44,66
5,8,11,3,45,66
5,8,11,3,46,62
5,8,11,3,47,82
5,8,11,3,48,71
5,8,11,3,49,71
5,8,11,3,50,66
5,8,11,3,51,75
5,8,11,3,52,81
5,8,11,3,53,74
5,8,11,3,54,89
5,8,11,3,55,73
5,8,11,3,56,82
5,8,11,3,57,80
5,8,11,3,58,77
5,8,11,3,59,81
5,8,11,3,60,84
5,8,11,3,61,95
5,8,11,3,62,81
5,8,11,3,63,69
5,8,11,3,64,71
5,8,11,3,65,86
5,8,11,3,66,97
5,8,11,3,67,95
5,8,11,3,68,93
5,8,11,3,69,94
5,8,11,3,70,106
5,8,11,3,71,109
5,8,11,3,72,113
5,8,11,3,73,122
5,8,11,3,74,120
5,8,11,3,75,121
5,8,11,3,76,131
5,8,11,3,77,129
5,8,11,3,78,140
5,8,11,3,79,131
5,8,11,3,80,128
5,8,11,3,81,124
5,8,11,3,82,144
5,8,11,3,83,136
5,8,11,5,40,52
5,8,11,5,41,43
5,8,11,5,42,61
5,8,11,5,43,65
5,8,11,5,44,73
5,8,11,5,45,56
5,8,11,5,46,75
5,8,11,5,47,62
5,8,11,5,48,67
5,8,11,5,49,75
5,8,11,5,50,62
5,8,11,5,51,90
5,8,11,5,52,62
5,8,11,5,53,74
5,8,11,5,54,70
5,8,11,5,55,73
5,8,11,5,56,82
5,8,11,5,57,72
5,8,11,5,58,79
5,8,11,5,59,92
5,8,11,5,60,88
5,8,11,5,61,92
5,8,11,5,62,79
5,8,11,5,63,85
5,8,11,5,64,94
5,8,11,5,65,92
5,8,11,5,66,101
5,8,11,5,67,83
5,8,11,5,68,99
5,8,11,5,69,126
5,8,11,5,70,99
5,8,11,5,71,108
5,8,11,5,72,127
5,8,11,5,73,109
5,8,11,5,74,121
5,8,11,5,75,129
5,8,11,5,76,113
5,8,11,5,77,116
5,8,11,5,78,119
5,8,11,5,79,114
5,8,11,5,80,121
5,8,11,5,81,134
5,8,11,5,82,133
5,8,11,5,83,137
5,8,11,7,40,42
5,8,11,7,41,56
5,8,11,7,42,74
5,8,11,7,43,59
5,8,11,7,44,67
5,8,11,7,45,72
5,8,11,7,46,60
5,8,11,7,47,74
5,8,11,7,48,71
5,8,11,7,49,60
5,8,11,7,50,71
5,8,11,7,51,83
5,8,11,7,52,73
5,8,11,7,53,75
5,8,11,7,54,78
5,8,11,7,55,79
5,8,11,7,56,100
5,8,11,7,57,91
5,8,11,7,58,74
5,8,11,7,59,91
5,8,11,7,60,81
5,8,11,7,61,90
5,8,11,7,62,95
5,8,11,7,63,101
5,8,11,7,64,96
5,8,11,7,65,85
5,8,11,7,66,83
5,8,11,7,67,88
5,8,11,7,68,103
5,8,11,7,69,101
5,8,11,7,70,120
5,8,11,7,71,121
5,8,11,7,72,122
5,8,11,7,73,121
5,8,11,7,74,127
5,8,11,7,75,124
5,8,11,7,76,133
5,8,11,7,77,115
5,8,11,7,78,128
5,8,11,7,79,120
5,8,11,7,80,125
5,8,11,7,81,137
5,8,11,7,82,128
5,8,11,7,83,131
5,8,11,9,40,42
5,8,11,9,41,57
5,8,11,9,42,62
5,8,11,9,43,56
5,8,11,9,44,74
5,8,11,9,45,65
5,8,11,9,46,78
5,8,11,9,47,70
5,8,11,9,48,65
5,8,11,9,49,68
5,8,11,9,50,68
5,8,11,9,51,61
5,8,11,9,52,72
5,8,11,9,53,62
5,8,11,9,54,87
5,8,11,9,55,79
5,8,11,9,56,80
5,8,11,9,57,82
5,8,11,9,58,79
5,8,11,9,59,90
5,8,11,9,60,79
5,8,11,9,61,76
5,8,11,9,62,66
5,8,11,9,63,76
5,8,11,9,64,83
5,8,11,9,65,90
5,8,11,9,66,91
5,8,11,9,67,98
5,8,11,9,68,99
5,8,11,9,69,114
5,8,11,9,70,119
5,8,11,9,71,111
5,8,11,9,72,111
5,8,11,9,73,113
5,8,11,9,74,123
5,8,11,9,75,122
5,8,11,9,76,122
5,8,11,9,77,125
5,8,11,9,78,124
5,8,11,9,79,127
5,8,11,9,80,125
5,8,11,9,81,140
5,8,11,9,82,122
5,8,11,9,83,137
5,8,11,11,40,54
5,8,11,11,41,51
5,8,11,11,42,50
5,8,11,11,43,65
5,8,11,11,44,66
5,8,11,11,45,76
5,8,11,11,46,80
5,8,11,11,47,90
5,8,11,11,48,82
5,8,11,11,49,82
5,8,11,11,50,85
5,8,11,11,51,83
5,8,11,11,52,76
5,8,11,11,53,93
5,8,11,11,54,75
5,8,11,11,55,77
5,8,11,11,56,71
5,8,11,11,57,79
5,8,11,11,58,81
5,8,11,11,59,72
5,8,11,11,60,84
5,8,11,11,61,89
5,8,11,11,62,107
5,8,11,11,63,97
5,8,11,11,64,111
5,8,11,11,65,125
5,8,11,11,66,109
5,8,11,11,67,120
5,8,11,11,68,121
5,8,11,11,69,121
5,8,11,11,70,110
5,8,11,11,71,128
5,8,11,11,72,129
5,8,11,11,73,128
5,8,11,11,74,134
5,8,11,11,75,126
5,8,11,11,76,125
5,8,11,11,77,132
5,8,11,11,78,134
5,8,11,11,79,130
5,8,11,11,80,132
5,8,11,11,81,139
5,8,11,11,82,134
5,8,11,11,83,139
5,8,11,13,40,72
5,8,11,13,41,68
5,8,11,13,42,71
5,8,11,13,43,77
5,8,11,13,44,74
5,8,11,13,45,64
5,8,11,13,46,78
5,8,11,13,47,79
5,8,11,13,48,88
5,8,11,13,49,90
5,8,11,13,50,85
5,8,11,13,51,77
5,8,11,13,52,77
5,8,11,13,53,68
5,8,11,13,54,85
5,8,11,13,55,83
5,8,11,13,56,76
5,8,11,13,57,82
5,8,11,13,58,90
5,8,11,13,59,97
5,8,11,13,60,81
5,8,11,13,61,79
5,8,11,13,62,93
5,8,11,13,63,102
5,8,11,13,64,104
5,8,11,13,65,107
5,8,11,13,66,121
5,8,11,13,67,121
5,8,11,13,68,115
5,8,11,13,69,136
5,8,11,13,70,117
5,8,11,13,71,123
5,8,11,13,72,119
5,8,11,13,73,119
5,8,11,13,74,117
5,8,11,13,75,128
5,8,11,13,76,125
5,8,11,13,77,144
5,8,11,13,78,140
5,8,11,13,79,132
5,8,11,13,80,147
5,8,11,13,81,152
5,8,11,13,82,146
5,8,11,13,83,149
5,8,11,15,40,50
5,8,11,15,41,66
5,8,11,15,42,76
5,8,11,15,43,70
5,8,11,15,44,66
5,8,11,15,45,68
5,8,11,15,46,66
5,8,11,15,47,77
5,8,11,15,48,77
5,8,11,15,49,85
5,8,11,15,50,69
5,8,11,15,51,91
5,8,11,15,52,82
5,8,11,15,53,88
5,8,11,15,54,75
5,8,11,15,55,80
5,8,11,15,56,81
5,8,11,15,57,88
5,8,11,15,58,78
5,8,11,15,59,88
5,8,11,15,60,92
5,8,11,15,61,99
5,8,11,15,62,83
5,8,11,15,63,90
5,8,11,15,64,106
5,8,11,15,65,120
5,8,11,15,66,101
5,8,11,15,67,98
5,8,11,15,68,107
5,8,11,15,69,112
5,8,11,15,70,123
5,8,11,15,71,124
5,8,11,15,72,127
5,8,11,15,73,127
5,8,11,15,74,124
5,8,11,15,75,133
5,8,11,15,76,131
5,8,11,15,77,126
5,8,11,15,78,135
5,8,11,15,79,124
5,8,11,15,80,137
5,8,11,15,81,138
5,8,11,15,82,145
5,8,11,15,83,149
7,8,11,0,40,45
7,8,11,0,41,48
7,8,11,0,42,56
7,8,11,0,43,62
7,8,11,0,44,73
7,8,11,0,45,63
7,8,11,0,46,67
7,8,11,0,47,76
7,8,11,0,48,76
7,8,11,0,49,78
7,8,11,0,50,75
7,8,11,0,51,82
7,8,11,0,52,75
7,8,11,0,53,94
7,8,11,0,54,87
7,8,11,0,55,93
7,8,11,0,56,89
7,8,11,0,57,93
7,8,11,0,58,96
7,8,11,0,59,84
7,8,11,0,60,101
7,8,11,0,61,82
7,8,11,0,62,96
7,8,11,0,63,95
7,8,11,0,64,97
7,8,11,0,65,95
7,8,11,0,66,100
7,8,11,0,67,93
7,8,11,0,68,97
7,8,11,0,69,115
7,8,11,0,70,104
7,8,11,0,71,115
7,8,11,0,72,108
7,8,11,0,73,117
7,8,11,0,74,117
7,8,11,0,75,113
7,8,11,0,76,121
7,8,11,0,77,133
7,8,11,0,78,133
7,8,11,0,79,133
7,8,11,0,80,126
7,8,11,0,81,123
7,8,11,0,82,130
7,8,11,0,83,142
7,8,11,1,40,43
7,8,11,1,41,46
7,8,11,1,42,48
7,8,11,1,43,64
7,8,11,1,44,53
7,8,11,1,45,64
7,8,11,1,46,73
7,8,11,1,47,76
7,8,11,1,48,83
7,8,11,1,49,86
7,8,11,1,50,89
7,8,11,1,51,91
7,8,11,1,52,84
7,8,11,1,53,79
7,8,11,1,54,66
7,8,11,1,55,89
7,8,11,1,56,91
7,8,11,1,57,90
7,8,11,1,58,104
7,8,11,1,59,101
7,8,11,1,60,95
7,8,11,1,61,97
7,8,11,1,62,92
7,8,11,1,63,82
7,8,11,1,64,105
7,8,11,1,65,102
7,8,11,1,66,97
7,8,11,1,67,100
7,8,11,1,68,113
7,8,11,1,69,95
7,8,11,1,70,109
7,8,11,1,71,107
7,8,11,1,72,106
7,8,11,1,73,131
7,8,11,1,74,129
7,8,11,1,75,147
7,8,11,1,76,130
7,8,11,1,77,131
7,8,11,1,78,133
7,8,11,1,79,138
7,8,11,1,80,143
7,8,11,1,81,144
7,8,11,1,82,147
7,8,11,1,83,143
7,8,11,3,40,56
7,8,11,3,41,63
7,8,11,3,42,75
7,8,11,3,43,69
7,8,11,3,44,63
7,8,11,3,45,79
7,8,11,3,46,77
7,8,11,3,47,76
7,8,11,3,48,75
7,8,11,3,49,84
7,8,11,3,50,85
7,8,11,3,51,98
7,8,11,3,52,73
7,8,11,3,53,85
7,8,11,3,54,80
7,8,11,3,55,91
7,8,11,3,56,88
7,8,11,3,57,95
7,8,11,3,58,89
7,8,11,3,59,91
7,8,11,3,60,98
7,8,11,3,61,103
7,8,11,3,62,99
7,8,11,3,63,102
7,8,11,3,64,102
7,8,11,3,65,93
7,8,11,3,66,107
7,8,11,3,67,116
7,8,11,3,68,119
7,8,11,3,69,128
7,8,11,3,70,117
7,8,11,3,71,123
7,8,11,3,72,108
7,8,11,3,73,131
7,8,11,3,74,131
7,8,11,3,75,138
7,8,11,3,76,144
7,8,11,3,77,125
7,8,11,3,78,140
7,8,11,3,79,137
7,8,11,3,80,148
7,8,11,3,81,144
7,8,11,3,82,155
7,8,11,3,83,154
7,8,11,5,40,75
7,8,11,5,41,68
7,8,11,5,42,65
7,8,11,5,43,77
7,8,11,5,44,76
7,8,11,5,45,73
7,8,11,5,46,78
7,8,11,5,47,73
7,8,11,5,48,83
7,8,11,5,49,86
7,8,11,5,50,83
7,8,11,5,51,93
7,8,11,5,52,74
7,8,11,5,53,97
7,8,11,5,54,79
7,8,11,5,55,90
7,8,11,5,56,91
7,8,11,5,57,100
7,8,11,5,58,100
7,8,11,5,59,98
7,8,11,5,60,88
7,8,11,5,61,95
7,8,11,5,62,109
7,8,11,5,63,84
7,8,11,5,64,104
7,8,11,5,65,106
7,8,11,5,66,104
7,8,11,5,67,96
7,8,11,5,68,121
7,8,11,5,69,110
7,8,11,5,70,117
7,8,11,5,71,117
7,8,11,5,72,131
7,8,11,5,73,125
7,8,11,5,74,130
7,8,11,5,75,121
7,8,11,5,76,133
7,8,11,5,77,137
7,8,11,5,78,144
7,8,11,5,79,139
7,8,11,5,80,140
7,8,11,5,81,135
7,8,11,5,82,152
7,8,11,5,83,144
7,8,11,7,40,56
7,8,11,7,41,71
7,8,11,7,42,73
7,8,11,7,43,63
7,8,11,7,44,74
7,8,11,7,45,86
7,8,11,7,46,80
7,8,11,7,47,79
7,8,11,7,48,72
7,8,11,7,49,85
7,8,11,7,50,86
7,8,11,7,51,94
7,8,11,7,52,87
7,8,11,7,53,85
7,8,11,7,54,84
7,8,11,7,55,99
7,8,11,7,56,97
7,8,11,7,57,96
7,8,11,7,58,103
7,8,11,7,59,85
7,8,11,7,60,100
7,8,11,7,61,89
7,8,11,7,62,95
7,8,11,7,63,110
7,8,11,7,64,100
7,8,11,7,65,115
7,8,11,7,66,102
7,8,11,7,67,108
7,8,11,7,68,119
7,8,11,7,69,113
7,8,11,7,70,128
7,8,11,7,71,133
7,8,11,7,72,131
7,8,11,7,73,133
7,8,11,7,74,127
7,8,11,7,75,147
7,8,11,7,76,136
7,8,11,7,77,143
7,8,11,7,78,151
7,8,11,7,79,137
7,8,11,7,80,144
7,8,11,7,81,145
7,8,11,7,82,146
7,8,11,7,83,156
7,8,11,9,40,55
7,8,11,9,41,65
7,8,11,9,42,58
7,8,11,9,43,74
7,8,11,9,44,69
7,8,11,9,45,89
7,8,11,9,46,83
7,8,11,9,47,95
7,8,11,9,48,83
7,8,11,9,49,92
7,8,11,9,50,71
7,8,11,9,51,68
7,8,11,9,52,93
7,8,11,9,53,85
7,8,11,9,54,79
7,8,11,9,55,88
7,8,11,9,56,95
7,8,11,9,57,93
7,8,11,9,58,87
7,8,11,9,59,91
7,8,11,9,60,102
7,8,11,9,61,101
7,8,11,9,62,88
7,8,11,9,63,112
7,8,11,9,64,99
7,8,11,9,65,103
7,8,11,9,66,102
7,8,11,9,67,104
7,8,11,9,68,135
7,8,11,9,69,119
7,8,11,9,70,118
7,8,11,9,71,138
7,8,11,9,72,132
7,8,11,9,73,134
7,8,11,9,74,128
7,8,11,9,75,126
7,8,11,9,76,153
7,8,11,9,77,145
7,8,11,9,78,140
7,8,11,9,79,141
7,8,11,9,80,145
7,8,11,9,81,149
7,8,11,9,82,141
7,8,11,9,83,160
7,8,11,11,40,69
7,8,11,11,41,67
7,8,11,11,42,78
7,8,11,11,43,76
7,8,11,11,44,90
7,8,11,11,45,87
7,8,11,11,46,78
7,8,11,11,47,84
7,8,11,11,48,93
7,8,11,11,49,85
7,8,11,11,50,101
7,8,11,11,51,93
7,8,11,11,52,100
7,8,11,11,53,93
7,8,11,11,54,94
7,8,11,11,55,100
7,8,11,11,56,106
7,8,11,11,57,94
7,8,11,11,58,99
7,8,11,11,59,98
7,8,11,11,60,105
7,8,11,11,61,109
7,8,11,11,62,126
7,8,11,11,63,121
7,8,11,11,64,113
7,8,11,11,65,126
7,8,11,11,66,131
7,8,11,11,67,138
7,8,11,11,68,127
7,8,11,11,69,137
7,8,11,11,70,134
7,8,11,11,71,131
7,8,11,11,72,132
7,8,11,11,73,142
7,8,11,11,74,141
7,8,11,11,75,143
7,8,11,11,76,143
7,8,11,11,77,147
7,8,11,11,78,152
7,8,11,11,79,143
7,8,11,11,80,151
7,8,11,11,81,158
7,8,11,11,82,155
7,8,11,11,83,154
7,8,11,13,40,83
7,8,11,13,41,70
7,8,11,13,42,96
7,8,11,13,43,88
7,8,11,13,44,86
7,8,11,13,45,83
7,8,11,13,46,81
7,8,11,13,47,88
7,8,11,13,48,100
7,8,11,13,49,87
7,8,11,13,50,83
7,8,11,13,51,85
7,8,11,13,52,89
7,8,11,13,53,109
7,8,11,13,54,100
7,8,11,13,55,97
7,8,11,13,56,87
7,8,11,13,57,99
7,8,11,13,58,96
7,8,11,13,59,81
7,8,11,13,60,116
7,8,11,13,61,105
7,8,11,13,62,113
7,8,11,13,63,118
7,8,11,13,64,131
7,8,11,13,65,134
7,8,11,13,66,130
7,8,11,13,67,134
7,8,11,13,68,137
7,8,11,13,69,133
7,8,11,13,70,122
7,8,11,13,71,125
7,8,11,13,72,129
7,8,11,13,73,145
7,8,11,13,74,152
7,8,11,13,75,137
7,8,11,13,76,150
7,8,11,13,77,137
7,8,11,13,78,153
7,8,11,13,79,157
7,8,11,13,80,155
7,8,11,13,81,154
7,8,11,13,82,148
7,8,11,13,83,164
7,8,11,15,40,73
7,8,11,15,41,83
7,8,11,15,42,87
7,8,11,15,43,88
7,8,11,15,44,89
7,8,11,15,45,96
7,8,11,15,46,82
7,8,11,15,47,77
7,8,11,15,48,86
7,8,11,15,49,100
7,8,11,15,50,93
7,8,11,15,51,103
7,8,11,15,52,103
7,8,11,15,53,87
7,8,11,15,54,97
7,8,11,15,55,102
7,8,11,15,56,99
7,8,11,15,57,84
7,8,11,15,58,92
7,8,11,15,59,94
7,8,11,15,60,104
7,8,11,15,61,103
7,8,11,15,62,100
7,8,11,15,63,117
7,8,11,15,64,124
7,8,11,15,65,119
7,8,11,15,66,125
7,8,11,15,67,144
7,8,11,15,68,143
7,8,11,15,69,146
7,8,11,15,70,139
7,8,11,15,71,118
7,8,11,15,72,138
7,8,11,15,73,149
7,8,11,15,74,135
7,8,11,15,75,143
7,8,11,15,76,142
7,8,11,15,77,148
7,8,11,15,78,156
7,8,11,15,79,149
7,8,11,15,80,153
7,8,11,15,81,150
7,8,11,15,82,155
7,8,11,15,83,169
9,8,11,0,40,53
9,8,11,0,41,53
9,8,11,0,42,49
9,8,11,0,43,63
9,8,11,0,44,72
9,8,11,0,45,57
9,8,11,0,46,69
9,8,11,0,47,66
9,8,11,0,48,71
9,8,11,0,49,73
9,8,11,0,50,75
9,8,11,0,51,81
9,8,11,0,52,75
9,8,11,0,53,84
9,8,11,0,54,99
9,8,11,0,55,93
9,8,11,0,56,85
9,8,11,0,57,98
9,8,11,0,58,101
9,8,11,0,59,108
9,8,11,0,60,88
9,8,11,0,61,96
9,8,11,0,62,97
9,8,11,0,63,100
9,8,11,0,64,96
9,8,11,0,65,92
9,8,11,0,66,104
9,8,11,0,67,118
9,8,11,0,68,100
9,8,11,0,69,101
9,8,11,0,70,110
9,8,11,0,71,115
9,8,11,0,72,106
9,8,11,0,73,128
9,8,11,0,74,129
9,8,11,0,75,130
9,8,11,0,76,115
9,8,11,0,77,140
9,8,11,0,78,124
9,8,11,0,79,125
9,8,11,0,80,130
9,8,11,0,81,136
9,8,11,0,82,135
9,8,11,0,83,142
9,8,11,1,40,39
9,8,11,1,41,53
9,8,11,1,42,56
9,8,11,1,43,56
9,8,11,1,44,57
9,8,11,1,45,74
9,8,11,1,46,74
9,8,11,1,47,72
9,8,11,1,48,80
9,8,11,1,49,77
9,8,11,1,50,92
9,8,11,1,51,80
9,8,11,1,52,92
9,8,11,1,53,92
9,8,11,1,54,88
9,8,11,1,55,92
9,8,11,1,56,101
9,8,11,1,57,93
9,8,11,1,58,97
9,8,11,1,59,108
9,8,11,1,60,108
9,8,11,1,61,102
9,8,11,1,62,100
9,8,11,1,63,92
9,8,11,1,64,98
9,8,11,1,65,111
9,8,11,1,66,96
9,8,11,1,67,98
9,8,11,1,68,100
9,8,11,1,69,99
9,8,11,1,70,114
9,8,11,1,71,110
9,8,11,1,72,117
9,8,11,1,73,117
9,8,11,1,74,118
9,8,11,1,75,135
9,8,11,1,76,134
9,8,11,1,77,154
9,8,11,1,78,137
9,8,11,1,79,143
9,8,11,1,80,142
9,8,11,1,81,146
9,8,11,1,82,146
9,8,11,1,83,141
9,8,11,3,40,67
9,8,11,3,41,69
9,8,11,3,42,77
9,8,11,3,43,78
9,8,11,3,44,79
9,8,11,3,45,89
9,8,11,3,46,87
9,8,11,3,47,68
9,8,11,3,48,91
9,8,11,3,49,83
9,8,11,3,50,89
9,8,11,3,51,81
9,8,11,3,52,68
9,8,11,3,53,82
9,8,11,3,54,91
9,8,11,3,55,97
9,8,11,3,56,100
9,8,11,3,57,84
9,8,11,3,58,84
9,8,11,3,59,90
9,8,11,3,60,103
9,8,11,3,61,96
9,8,11,3,62,91
9,8,11,3,63,98
9,8,11,3,64,94
9,8,11,3,65,101
9,8,11,3,66,108
9,8,11,3,67,112
9,8,11,3,68,109
9,8,11,3,69,116
9,8,11,3,70,118
9,8,11,3,71,128
9,8,11,3,72,137
9,8,11,3,73,122
9,8,11,3,74,120
9,8,11,3,75,145
9,8,11,3,76,136
9,8,11,3,77,137
9,8,11,3,78,132
9,8,11,3,79,148
9,8,11,3,80,145
9,8,11,3,81,149
9,8,11,3,82,139
9,8,11,3,83,157
9,8,11,5,40,56
9,8,11,5,41,64
9,8,11,5,42,73
9,8,11,5,43,67
9,8,11,5,44,99
9,8,11,5,45,70
9,8,11,5,46,77
9,8,11,5,47,86
9,8,11,5,48,79
9,8,11,5,49,80
9,8,11,5,50,89
9,8,11,5,51,77
9,8,11,5,52,86
9,8,11,5,53,93
9,8,11,5,54,89
9,8,11,5,55,91
9,8,11,5,56,87
9,8,11,5,57,85
9,8,11,5,58,97
9,8,11,5,59,104
9,8,11,5,60,101
9,8,11,5,61,109
9,8,11,5,62,94
9,8,11,5,63,111
9,8,11,5,64,108
9,8,11,5,65,98
9,8,11,5,66,106
9,8,11,5,67,107
9,8,11,5,68,109
9,8,11,5,69,119
9,8,11,5,70,113
9,8,11,5,71,130
9,8,11,5,72,123
9,8,11,5,73,132
9,8,11,5,74,128
9,8,11,5,75,134
9,8,11,5,76,148
9,8,11,5,77,143
9,8,11,5,78,142
9,8,11,5,79,138
9,8,11,5,80,137
9,8,11,5,81,151
9,8,11,5,82,151
9,8,11,5,83,161
9,8,11,7,40,55
9,8,11,7,41,72
9,8,11,7,42,62
9,8,11,7,43,69
9,8,11,7,44,84
9,8,11,7,45,85
9,8,11,7,46,75
9,8,11,7,47,76
9,8,11,7,48,97
9,8,11,7,49,94
9,8,11,7,50,78
9,8,11,7,51,76
9,8,11,7,52,102
9,8,11,7,53,95
9,8,11,7,54,96
9,8,11,7,55,93
9,8,11,7,56,87
9,8,11,7,57,93
9,8,11,7,58,93
9,8,11,7,59,94
9,8,11,7,60,101
9,8,11,7,61,105
9,8,11,7,62,85
9,8,11,7,63,103
9,8,11,7,64,95
9,8,11,7,65,101
9,8,11,7,66,97
9,8,11,7,67,120
9,8,11,7,68,121
9,8,11,7,69,125
9,8,11,7,70,132
9,8,11,7,71,130
9,8,11,7,72,133
9,8,11,7,73,144
9,8,11,7,74,147
9,8,11,7,75,136
9,8,11,7,76,136
9,8,11,7,77,135
9,8,11,7,78,147
9,8,11,7,79,135
9,8,11,7,80,161
9,8,11,7,81,139
9,8,11,7,82,145
9,8,11,7,83,165
9,8,11,9,40,60
9,8,11,9,41,63
9,8,11,9,42,74
9,8,11,9,43,78
9,8,11,9,44,77
9,8,11,9,45,79
9,8,11,9,46,77
9,8,11,9,47,90
9,8,11,9,48,78
9,8,11,9,49,79
9,8,11,9,50,95
9,8,11,9,51,87
9,8,11,9,52,93
9,8,11,9,53,93
9,8,11,9,54,94
9,8,11,9,55,97
9,8,11,9,56,107
9,8,11,9,57,93
9,8,11,9,58,94
9,8,11,9,59,93
9,8,11,9,60,95
9,8,11,9,61,102
9,8,11,9,62,86
9,8,11,9,63,99
9,8,11,9,64,96
9,8,11,9,65,110
9,8,11,9,66,101
9,8,11,9,67,106
9,8,11,9,68,120
9,8,11,9,69,125
9,8,11,9,70,118
9,8,11,9,71,138
9,8,11,9,72,144
9,8,11,9,73,137
9,8,11,9,74,134
9,8,11,9,75,145
9,8,11,9,76,135
9,8,11,9,77,156
9,8,11,9,78,148
9,8,11,9,79,155
9,8,11,9,80,138
9,8,11,9,81,145
9,8,11,9,82,155
9,8,11,9,83,152
9,8,11,11,40,74
9,8,11,11,41,73
9,8,11,11,42,77
9,8,11,11,43,77
9,8,11,11,44,79
9,8,11,11,45,93
9,8,11,11,46,80
9,8,11,11,47,85
9,8,11,11,48,84
9,8,11,11,49,108
9,8,11,11,50,99
9,8,11,11,51,99
9,8,11,11,52,103
9,8,11,11,53,86
9,8,11,11,54,100
9,8,11,11,55,114
9,8,11,11,56,99
9,8,11,11,57,98
9,8,11,11,58,93
9,8,11,11,59,101
9,8,11,11,60,106
9,8,11,11,61,109
9,8,11,11,62,112
9,8,11,11,63,119
9,8,11,11,64,130
9,8,11,11,65,126
9,8,11,11,66,124
9,8,11,11,67,139
9,8,11,11,68,136
9,8,11,11,69,144
9,8,11,11,70,145
9,8,11,11,71,129
9,8,11,11,72,135
9,8,11,11,73,143
9,8,11,11,74,144
9,8,11,11,75,147
9,8,11,11,76,152
9,8,11,11,77,150
9,8,11,11,78,139
9,8,11,11,79,147
9,8,11,11,80,151
9,8,11,11,81,151
9,8,11,11,82,164
9,8,11,11,83,159
9,8,11,13,40,86
9,8,11,13,41,75
9,8,11,13,42,80
9,8,11,13,43,73
9,8,11,13,44,101
9,8,11,13,45,84
9,8,11,13,46,93
9,8,11,13,47,91
9,8,11,13,48,104
9,8,11,13,49,98
9,8,11,13,50,102
9,8,11,13,51,90
9,8,11,13,52,99
9,8,11,13,53,107
9,8,11,13,54,91
9,8,11,13,55,110
9,8,11,13,56,103
9,8,11,13,57,101
9,8,11,13,58,85
9,8,11,13,59,99
9,8,11,13,60,112
9,8,11,13,61,98
9,8,11,13,62,113
9,8,11,13,63,116
9,8,11,13,64,132
9,8,11,13,65,132
9,8,11,13,66,120
9,8,11,13,67,138
9,8,11,13,68,141
9,8,11,13,69,149
9,8,11,13,70,147
9,8,11,13,71,143
9,8,11,13,72,141
9,8,11,13,73,136
9,8,11,13,74,136
9,8,11,13,75,148
9,8,11,13,76,142
9,8,11,13,77,157
9,8,11,13,78,140
9,8,11,13,79,148
9,8,11,13,80,159
9,8,11,13,81,162
9,8,11,13,82,159
9,8,11,13,83,151
9,8,11,15,40,63
9,8,11,15,41,74
9,8,11,15,42,87
9,8,11,15,43,89
9,8,11,15,44,86
9,8,11,15,45,93
9,8,11,15,46,86
9,8,11,15,47,88
9,8,11,15,48,92
9,8,11,15,49,99
9,8,11,15,50,93
9,8,11,15,51,94
9,8,11,15,52,89
9,8,11,15,53,99
9,8,11,15,54,99
9,8,11,15,55,104
9,8,11,15,56,95
9,8,11,15,57,103
9,8,11,15,58,102
9,8,11,15,59,97
9,8,11,15,60,98
9,8,11,15,61,117
9,8,11,15,62,116
9,8,11,15,63,126
9,8,11,15,64,125
9,8,11,15,65,125
9,8,11,15,66,131
