A,B,S,C,HP,Win
11,8,10,0,42,8
11,8,10,0,43,12
11,8,10,0,44,11
11,8,10,0,45,14
11,8,10,0,46,11
11,8,10,0,47,18
11,8,10,0,48,19
11,8,10,0,49,17
11,8,10,0,50,10
11,8,10,0,51,13
11,8,10,0,52,8
11,8,10,0,53,19
11,8,10,0,54,23
11,8,10,0,55,36
11,8,10,0,56,35
11,8,10,0,57,49
11,8,10,0,58,47
11,8,10,0,59,51
11,8,10,0,60,44
11,8,10,0,61,38
11,8,10,0,62,42
11,8,10,0,63,47
11,8,10,0,64,42
11,8,10,0,65,55
11,8,10,0,66,43
11,8,10,0,67,66
11,8,10,0,68,39
11,8,10,0,69,61
11,8,10,0,70,70
11,8,10,0,71,72
11,8,10,0,72,88
11,8,10,0,73,87
11,8,10,0,74,86
11,8,10,0,75,87
11,8,10,0,76,96
11,8,10,0,77,110
11,8,10,0,78,105
11,8,10,0,79,102
11,8,10,0,80,101
11,8,10,0,81,118
11,8,10,0,82,110
11,8,10,1,40,8
11,8,10,1,41,14
11,8,10,1,42,7
11,8,10,1,43,11
11,8,10,1,44,10
11,8,10,1,45,22
11,8,10,1,46,19
11,8,10,1,47,21
11,8,10,1,48,17
11,8,10,1,49,15
11,8,10,1,50,23
11,8,10,1,51,15
11,8,10,1,52,18
11,8,10,1,53,18
11,8,10,1,54,23
11,8,10,1,55,29
11,8,10,1,56,42
11,8,10,1,57,44
11,8,10,1,58,49
11,8,10,1,59,48
11,8,10,1,60,49
11,8,10,1,61,53
11,8,10,1,62,40
11,8,10,1,63,51
11,8,10,1,64,55
11,8,10,1,65,59
11,8,10,1,66,54
11,8,10,1,67,45
11,8,10,1,68,43
11,8,10,1,69,58
11,8,10,1,70,62
11,8,10,1,71,70
11,8,10,1,72,90
11,8,10,1,73,80
11,8,10,1,74,95
11,8,10,1,75,106
11,8,10,1,76,112
11,8,10,1,77,110
11,8,10,1,78,114
11,8,10,1,79,118
11,8,10,1,80,118
11,8,10,1,81,130
11,8,10,1,82,112
11,8,10,3,40,6
11,8,10,3,41,15
11,8,10,3,42,13
11,8,10,3,43,13
11,8,10,3,44,19
11,8,10,3,45,15
11,8,10,3,46,19
11,8,10,3,47,20
11,8,10,3,48,18
11,8,10,3,49,16
11,8,10,3,50,20
11,8,10,3,51,21
11,8,10,3,52,18
11,8,10,3,53,19
11,8,10,3,54,31
11,8,10,3,55,35
11,8,10,3,56,44
11,8,10,3,57,49
11,8,10,3,58,34
11,8,10,3,59,53
11,8,10,3,60,46
11,8,10,3,61,42
11,8,10,3,62,52
11,8,10,3,63,60
11,8,10,3,64,57
11,8,10,3,65,54
11,8,10,3,66,67
11,8,10,3,67,62
11,8,10,3,68,79
11,8,10,3,69,77
11,8,10,3,70,89
11,8,10,3,71,104
11,8,10,3,72,107
11,8,10,3,73,114
11,8,10,3,74,106
11,8,10,3,75,105
11,8,10,3,76,117
11,8,10,3,77,117
11,8,10,3,78,128
11,8,10,3,79,131
11,8,10,3,80,113
11,8,10,3,81,128
11,8,10,3,82,139
11,8,10,5,40,13
11,8,10,5,41,12
11,8,10,5,42,13
11,8,10,5,43,17
11,8,10,5,44,23
11,8,10,5,45,20
11,8,10,5,46,19
11,8,10,5,47,17
11,8,10,5,48,22
11,8,10,5,49,19
11,8,10,5,50,26
11,8,10,5,51,15
11,8,10,5,52,24
11,8,10,5,53,24
11,8,10,5,54,22
11,8,10,5,55,36
11,8,10,5,56,39
11,8,10,5,57,44
11,8,10,5,58,60
11,8,10,5,59,64
11,8,10,5,60,57
11,8,10,5,61,47
11,8,10,5,62,59
11,8,10,5,63,41
11,8,10,5,64,49
11,8,10,5,65,74
11,8,10,5,66,59
11,8,10,5,67,76
11,8,10,5,68,78
11,8,10,5,69,76
11,8,10,5,70,100
11,8,10,5,71,100
11,8,10,5,72,109
11,8,10,5,73,101
11,8,10,5,74,112
11,8,10,5,75,113
11,8,10,5,76,123
11,8,10,5,77,116
11,8,10,5,78,138
11,8,10,5,79,117
11,8,10,5,80,124
11,8,10,5,81,123
11,8,10,5,82,140
11,8,10,7,40,12
11,8,10,7,41,11
11,8,10,7,42,14
11,8,10,7,43,11
11,8,10,7,44,21
11,8,10,7,45,15
11,8,10,7,46,19
11,8,10,7,47,23
11,8,10,7,48,25
11,8,10,7,49,23
11,8,10,7,50,15
11,8,10,7,51,10
11,8,10,7,52,20
11,8,10,7,53,13
11,8,10,7,54,27
11,8,10,7,55,26
11,8,10,7,56,46
11,8,10,7,57,51
11,8,10,7,58,47
11,8,10,7,59,56
11,8,10,7,60,51
11,8,10,7,61,52
11,8,10,7,62,47
11,8,10,7,63,55
11,8,10,7,64,41
11,8,10,7,65,55
11,8,10,7,66,69
11,8,10,7,67,67
11,8,10,7,68,74
11,8,10,7,69,99
11,8,10,7,70,101
11,8,10,7,71,98
11,8,10,7,72,114
11,8,10,7,73,110
11,8,10,7,74,121
11,8,10,7,75,114
11,8,10,7,76,104
11,8,10,7,77,99
11,8,10,7,78,121
11,8,10,7,79,120
11,8,10,7,80,132
11,8,10,7,81,129
11,8,10,7,82,138
11,8,10,9,40,9
11,8,10,9,41,12
11,8,10,9,42,14
11,8,10,9,43,10
11,8,10,9,44,16
11,8,10,9,45,18
11,8,10,9,46,15
11,8,10,9,47,17
11,8,10,9,48,22
11,8,10,9,49,18
11,8,10,9,50,18
11,8,10,9,51,17
11,8,10,9,52,24
11,8,10,9,53,20
11,8,10,9,54,18
11,8,10,9,55,35
11,8,10,9,56,44
11,8,10,9,57,38
11,8,10,9,58,45
11,8,10,9,59,47
11,8,10,9,60,57
11,8,10,9,61,48
11,8,10,9,62,47
11,8,10,9,63,51
11,8,10,9,64,56
11,8,10,9,65,58
11,8,10,9,66,56
11,8,10,9,67,73
11,8,10,9,68,77
11,8,10,9,69,92
11,8,10,9,70,98
11,8,10,9,71,104
11,8,10,9,72,101
11,8,10,9,73,116
11,8,10,9,74,101
11,8,10,9,75,121
11,8,10,9,76,119
11,8,10,9,77,123
11,8,10,9,78,116
11,8,10,9,79,127
11,8,10,9,80,128
11,8,10,9,81,131
11,8,10,9,82,131
11,8,10,11,40,8
11,8,10,11,41,10
11,8,10,11,42,15
11,8,10,11,43,16
11,8,10,11,44,16
11,8,10,11,45,14
11,8,10,11,46,28
11,8,10,11,47,30
11,8,10,11,48,38
11,8,10,11,49,45
11,8,10,11,50,44
11,8,10,11,51,56
11,8,10,11,52,44
11,8,10,11,53,40
11,8,10,11,54,43
11,8,10,11,55,47
11,8,10,11,56,60
11,8,10,11,57,42
11,8,10,11,58,42
11,8,10,11,59,46
11,8,10,11,60,48
11,8,10,11,61,70
11,8,10,11,62,81
11,8,10,11,63,71
11,8,10,11,64,101
11,8,10,11,65,89
11,8,10,11,66,104
11,8,10,11,67,115
11,8,10,11,68,101
11,8,10,11,69,94
11,8,10,11,70,121
11,8,10,11,71,120
11,8,10,11,72,120
11,8,10,11,73,121
11,8,10,11,74,108
11,8,10,11,75,116
11,8,10,11,76,134
11,8,10,11,77,135
11,8,10,11,78,132
11,8,10,11,79,140
11,8,10,11,80,137
11,8,10,11,81,149
11,8,10,11,82,148
11,8,10,13,40,13
11,8,10,13,41,22
11,8,10,13,42,21
11,8,10,13,43,16
11,8,10,13,44,11
11,8,10,13,45,12
11,8,10,13,46,26
11,8,10,13,47,29
11,8,10,13,48,22
11,8,10,13,49,33
11,8,10,13,50,44
11,8,10,13,51,47
11,8,10,13,52,48
11,8,10,13,53,49
11,8,10,13,54,36
11,8,10,13,55,49
11,8,10,13,56,49
11,8,10,13,57,49
11,8,10,13,58,54
11,8,10,13,59,47
11,8,10,13,60,53
11,8,10,13,61,62
11,8,10,13,62,68
11,8,10,13,63,99
11,8,10,13,64,95
11,8,10,13,65,105
11,8,10,13,66,99
11,8,10,13,67,111
11,8,10,13,68,111
11,8,10,13,69,105
11,8,10,13,70,122
11,8,10,13,71,120
11,8,10,13,72,123
11,8,10,13,73,117
11,8,10,13,74,109
11,8,10,13,75,132
11,8,10,13,76,127
11,8,10,13,77,130
11,8,10,13,78,130
11,8,10,13,79,143
11,8,10,13,80,145
11,8,10,13,81,154
11,8,10,13,82,148
11,8,10,15,40,17
11,8,10,15,41,11
11,8,10,15,42,19
11,8,10,15,43,15
11,8,10,15,44,13
11,8,10,15,45,12
11,8,10,15,46,23
11,8,10,15,47,33
11,8,10,15,48,35
11,8,10,15,49,48
11,8,10,15,50,42
11,8,10,15,51,41
11,8,10,15,52,52
11,8,10,15,53,54
11,8,10,15,54,59
11,8,10,15,55,40
11,8,10,15,56,46
11,8,10,15,57,45
11,8,10,15,58,51
11,8,10,15,59,47
11,8,10,15,60,51
11,8,10,15,61,70
11,8,10,15,62,74
11,8,10,15,63,83
11,8,10,15,64,103
11,8,10,15,65,97
11,8,10,15,66,112
11,8,10,15,67,116
11,8,10,15,68,106
11,8,10,15,69,132
11,8,10,15,70,116
11,8,10,15,71,125
11,8,10,15,72,108
11,8,10,15,73,113
11,8,10,15,74,127
11,8,10,15,75,130
11,8,10,15,76,127
11,8,10,15,77,124
11,8,10,15,78,135
11,8,10,15,79,141
11,8,10,15,80,147
11,8,10,15,81,133
11,8,10,15,82,143
13,8,10,0,40,7
13,8,10,0,41,8
13,8,10,0,42,14
13,8,10,0,43,14
13,8,10,0,44,12
13,8,10,0,45,11
13,8,10,0,46,13
13,8,10,0,47,15
13,8,10,0,48,22
13,8,10,0,49,27
13,8,10,0,50,15
13,8,10,0,51,10
13,8,10,0,52,19
13,8,10,0,53,14
13,8,10,0,54,22
13,8,10,0,55,36
13,8,10,0,56,40
13,8,10,0,57,45
13,8,10,0,58,36
13,8,10,0,59,55
13,8,10,0,60,45
13,8,10,0,61,48
13,8,10,0,62,50
13,8,10,0,63,50
13,8,10,0,64,37
13,8,10,0,65,46
13,8,10,0,66,48
13,8,10,0,67,57
13,8,10,0,68,58
13,8,10,0,69,68
13,8,10,0,70,64
13,8,10,0,71,73
13,8,10,0,72,74
13,8,10,0,73,74
13,8,10,0,74,95
13,8,10,0,75,85
13,8,10,0,76,108
13,8,10,0,77,101
13,8,10,0,78,101
13,8,10,0,79,113
13,8,10,0,80,127
13,8,10,0,81,117
13,8,10,0,82,114
13,8,10,1,40,6
13,8,10,1,41,8
13,8,10,1,42,15
13,8,10,1,43,11
13,8,10,1,44,9
13,8,10,1,45,12
13,8,10,1,46,23
13,8,10,1,47,19
13,8,10,1,48,14
13,8,10,1,49,22
13,8,10,1,50,15
13,8,10,1,51,16
13,8,10,1,52,12
13,8,10,1,53,16
13,8,10,1,54,37
13,8,10,1,55,30
13,8,10,1,56,44
13,8,10,1,57,46
13,8,10,1,58,51
13,8,10,1,59,54
13,8,10,1,60,46
13,8,10,1,61,42
13,8,10,1,62,48
13,8,10,1,63,47
13,8,10,1,64,48
13,8,10,1,65,51
13,8,10,1,66,44
13,8,10,1,67,54
13,8,10,1,68,59
13,8,10,1,69,58
13,8,10,1,70,53
13,8,10,1,71,75
13,8,10,1,72,84
13,8,10,1,73,90
13,8,10,1,74,106
13,8,10,1,75,123
13,8,10,1,76,107
13,8,10,1,77,116
13,8,10,1,78,115
13,8,10,1,79,124
13,8,10,1,80,126
13,8,10,1,81,121
13,8,10,1,82,124
13,8,10,3,40,6
13,8,10,3,41,19
13,8,10,3,42,13
13,8,10,3,43,16
13,8,10,3,44,13
13,8,10,3,45,21
13,8,10,3,46,13
13,8,10,3,47,8
13,8,10,3,48,18
13,8,10,3,49,21
13,8,10,3,50,25
13,8,10,3,51,18
13,8,10,3,52,20
13,8,10,3,53,18
13,8,10,3,54,28
13,8,10,3,55,32
13,8,10,3,56,42
13,8,10,3,57,38
13,8,10,3,58,54
13,8,10,3,59,47
13,8,10,3,60,52
13,8,10,3,61,47
13,8,10,3,62,45
13,8,10,3,63,48
13,8,10,3,64,56
13,8,10,3,65,70
13,8,10,3,66,57
13,8,10,3,67,56
13,8,10,3,68,64
13,8,10,3,69,84
13,8,10,3,70,105
13,8,10,3,71,104
13,8,10,3,72,107
13,8,10,3,73,101
13,8,10,3,74,103
13,8,10,3,75,104
13,8,10,3,76,118
13,8,10,3,77,115
13,8,10,3,78,121
13,8,10,3,79,119
13,8,10,3,80,122
13,8,10,3,81,130
13,8,10,3,82,130
13,8,10,5,40,15
13,8,10,5,41,9
13,8,10,5,42,19
13,8,10,5,43,11
13,8,10,5,44,8
13,8,10,5,45,16
13,8,10,5,46,25
13,8,10,5,47,11
13,8,10,5,48,19
13,8,10,5,49,17
13,8,10,5,50,26
13,8,10,5,51,20
13,8,10,5,52,20
13,8,10,5,53,20
13,8,10,5,54,27
13,8,10,5,55,24
13,8,10,5,56,29
13,8,10,5,57,45
13,8,10,5,58,40
13,8,10,5,59,61
13,8,10,5,60,44
13,8,10,5,61,43
13,8,10,5,62,41
13,8,10,5,63,53
13,8,10,5,64,60
13,8,10,5,65,60
13,8,10,5,66,64
13,8,10,5,67,76
13,8,10,5,68,71
13,8,10,5,69,75
13,8,10,5,70,90
13,8,10,5,71,93
13,8,10,5,72,98
13,8,10,5,73,112
13,8,10,5,74,108
13,8,10,5,75,107
13,8,10,5,76,116
13,8,10,5,77,118
13,8,10,5,78,118
13,8,10,5,79,130
13,8,10,5,80,116
13,8,10,5,81,116
13,8,10,5,82,134
13,8,10,7,40,7
13,8,10,7,41,13
13,8,10,7,42,11
13,8,10,7,43,13
13,8,10,7,44,12
13,8,10,7,45,12
13,8,10,7,46,21
13,8,10,7,47,10
13,8,10,7,48,21
13,8,10,7,49,20
13,8,10,7,50,28
13,8,10,7,51,14
13,8,10,7,52,21
13,8,10,7,53,27
13,8,10,7,54,29
13,8,10,7,55,32
13,8,10,7,56,45
13,8,10,7,57,42
13,8,10,7,58,46
13,8,10,7,59,47
13,8,10,7,60,59
13,8,10,7,61,45
13,8,10,7,62,53
13,8,10,7,63,46
13,8,10,7,64,51
13,8,10,7,65,65
13,8,10,7,66,56
13,8,10,7,67,58
13,8,10,7,68,76
13,8,10,7,69,86
13,8,10,7,70,96
13,8,10,7,71,108
13,8,10,7,72,114
13,8,10,7,73,106
13,8,10,7,74,119
13,8,10,7,75,115
13,8,10,7,76,118
13,8,10,7,77,119
13,8,10,7,78,118
13,8,10,7,79,126
13,8,10,7,80,121
13,8,10,7,81,135
13,8,10,7,82,134
13,8,10,9,40,14
13,8,10,9,41,6
13,8,10,9,42,15
13,8,10,9,43,17
13,8,10,9,44,18
13,8,10,9,45,16
13,8,10,9,46,10
13,8,10,9,47,15
13,8,10,9,48,17
13,8,10,9,49,20
13,8,10,9,50,23
13,8,10,9,51,19
13,8,10,9,52,28
13,8,10,9,53,19
13,8,10,9,54,26
13,8,10,9,55,30
13,8,10,9,56,37
13,8,10,9,57,46
13,8,10,9,58,46
13,8,10,9,59,46
13,8,10,9,60,43
13,8,10,9,61,47
13,8,10,9,62,52
13,8,10,9,63,47
13,8,10,9,64,43
13,8,10,9,65,61
13,8,10,9,66,55
13,8,10,9,67,74
13,8,10,9,68,76
13,8,10,9,69,79
13,8,10,9,70,92
13,8,10,9,71,106
13,8,10,9,72,112
13,8,10,9,73,110
13,8,10,9,74,116
13,8,10,9,75,116
13,8,10,9,76,123
13,8,10,9,77,133
13,8,10,9,78,130
13,8,10,9,79,110
13,8,10,9,80,129
13,8,10,9,81,143
13,8,10,9,82,136
13,8,10,11,40,15
13,8,10,11,41,13
13,8,10,11,42,18
13,8,10,11,43,13
13,8,10,11,44,18
13,8,10,11,45,16
13,8,10,11,46,22
13,8,10,11,47,22
13,8,10,11,48,32
13,8,10,11,49,43
13,8,10,11,50,41
13,8,10,11,51,58
13,8,10,11,52,46
13,8,10,11,53,45
13,8,10,11,54,46
13,8,10,11,55,50
13,8,10,11,56,51
13,8,10,11,57,48
13,8,10,11,58,44
13,8,10,11,59,43
13,8,10,11,60,55
13,8,10,11,61,67
13,8,10,11,62,67
13,8,10,11,63,67
13,8,10,11,64,81
13,8,10,11,65,100
13,8,10,11,66,91
13,8,10,11,67,97
13,8,10,11,68,106
13,8,10,11,69,112
13,8,10,11,70,114
13,8,10,11,71,108
13,8,10,11,72,129
13,8,10,11,73,110
13,8,10,11,74,114
13,8,10,11,75,117
13,8,10,11,76,113
13,8,10,11,77,125
13,8,10,11,78,134
13,8,10,11,79,131
13,8,10,11,80,124
13,8,10,11,81,135
13,8,10,11,82,150
13,8,10,13,40,13
13,8,10,13,41,12
13,8,10,13,42,15
13,8,10,13,43,14
13,8,10,13,44,17
13,8,10,13,45,22
13,8,10,13,46,19
13,8,10,13,47,29
13,8,10,13,48,34
13,8,10,13,49,44
13,8,10,13,50,45
13,8,10,13,51,33
13,8,10,13,52,55
13,8,10,13,53,44
13,8,10,13,54,45
13,8,10,13,55,46
13,8,10,13,56,44
13,8,10,13,57,52
13,8,10,13,58,38
13,8,10,13,59,41
13,8,10,13,60,53
13,8,10,13,61,67
13,8,10,13,62,62
13,8,10,13,63,92
13,8,10,13,64,80
13,8,10,13,65,106
13,8,10,13,66,107
13,8,10,13,67,119
13,8,10,13,68,115
13,8,10,13,69,121
13,8,10,13,70,113
13,8,10,13,71,124
13,8,10,13,72,118
13,8,10,13,73,121
13,8,10,13,74,125
13,8,10,13,75,124
13,8,10,13,76,124
13,8,10,13,77,134
13,8,10,13,78,127
13,8,10,13,79,141
13,8,10,13,80,139
13,8,10,13,81,154
13,8,10,13,82,151
13,8,10,15,40,13
13,8,10,15,41,13
13,8,10,15,42,13
13,8,10,15,43,14
13,8,10,15,44,14
13,8,10,15,45,16
13,8,10,15,46,20
13,8,10,15,47,30
13,8,10,15,48,31
13,8,10,15,49,31
13,8,10,15,50,33
13,8,10,15,51,50
13,8,10,15,52,42
13,8,10,15,53,35
13,8,10,15,54,54
13,8,10,15,55,52
13,8,10,15,56,45
13,8,10,15,57,48
13,8,10,15,58,48
13,8,10,15,59,56
13,8,10,15,60,47
13,8,10,15,61,62
13,8,10,15,62,86
13,8,10,15,63,83
13,8,10,15,64,99
13,8,10,15,65,115
13,8,10,15,66,101
13,8,10,15,67,120
13,8,10,15,68,119
13,8,10,15,69,98
13,8,10,15,70,119
13,8,10,15,71,116
13,8,10,15,72,116
13,8,10,15,73,125
13,8,10,15,74,129
13,8,10,15,75,128
13,8,10,15,76,120
13,8,10,15,77,127
13,8,10,15,78,137
13,8,10,15,79,152
13,8,10,15,80,147
13,8,10,15,81,134
13,8,10,15,82,160
15,8,10,0,40,3
15,8,10,0,41,12
15,8,10,0,42,13
15,8,10,0,43,11
15,8,10,0,44,13
15,8,10,0,45,9
15,8,10,0,46,13
15,8,10,0,47,14
15,8,10,0,48,17
15,8,10,0,49,17
15,8,10,0,50,13
15,8,10,0,51,21
15,8,10,0,52,25
15,8,10,0,53,16
15,8,10,0,54,28
15,8,10,0,55,42
15,8,10,0,56,49
15,8,10,0,57,49
15,8,10,0,58,41
15,8,10,0,59,53
15,8,10,0,60,44
15,8,10,0,61,50
15,8,10,0,62,47
15,8,10,0,63,54
15,8,10,0,64,59
15,8,10,0,65,54
15,8,10,0,66,60
15,8,10,0,67,55
15,8,10,0,68,52
15,8,10,0,69,63
15,8,10,0,70,58
15,8,10,0,71,79
15,8,10,0,72,81
15,8,10,0,73,86
15,8,10,0,74,112
15,8,10,0,75,106
15,8,10,0,76,106
15,8,10,0,77,120
15,8,10,0,78,117
15,8,10,0,79,103
15,8,10,0,80,128
15,8,10,0,81,126
15,8,10,0,82,133
15,8,10,1,40,5
15,8,10,1,41,8
15,8,10,1,42,10
15,8,10,1,43,8
15,8,10,1,44,6
15,8,10,1,45,14
15,8,10,1,46,26
15,8,10,1,47,18
15,8,10,1,48,19
15,8,10,1,49,20
15,8,10,1,50,28
15,8,10,1,51,22
15,8,10,1,52,16
15,8,10,1,53,25
15,8,10,1,54,26
15,8,10,1,55,46
15,8,10,1,56,39
15,8,10,1,57,51
15,8,10,1,58,52
15,8,10,1,59,45
15,8,10,1,60,48
15,8,10,1,61,61
15,8,10,1,62,57
15,8,10,1,63,47
15,8,10,1,64,43
15,8,10,1,65,54
15,8,10,1,66,50
15,8,10,1,67,61
15,8,10,1,68,48
15,8,10,1,69,60
15,8,10,1,70,69
15,8,10,1,71,82
15,8,10,1,72,96
15,8,10,1,73,99
15,8,10,1,74,97
15,8,10,1,75,114
15,8,10,1,76,115
15,8,10,1,77,118
15,8,10,1,78,131
15,8,10,1,79,106
15,8,10,1,80,116
15,8,10,1,81,121
15,8,10,1,82,118
15,8,10,3,40,10
15,8,10,3,41,14
15,8,10,3,42,10
15,8,10,3,43,13
15,8,10,3,44,10
15,8,10,3,45,23
15,8,10,3,46,17
15,8,10,3,47,20
15,8,10,3,48,21
15,8,10,3,49,22
15,8,10,3,50,12
15,8,10,3,51,24
15,8,10,3,52,16
15,8,10,3,53,26
15,8,10,3,54,22
15,8,10,3,55,27
15,8,10,3,56,31
15,8,10,3,57,41
15,8,10,3,58,46
15,8,10,3,59,46
15,8,10,3,60,51
15,8,10,3,61,57
15,8,10,3,62,65
15,8,10,3,63,58
15,8,10,3,64,52
15,8,10,3,65,57
15,8,10,3,66,69
15,8,10,3,67,68
15,8,10,3,68,86
15,8,10,3,69,81
15,8,10,3,70,87
15,8,10,3,71,103
15,8,10,3,72,99
15,8,10,3,73,119
15,8,10,3,74,110
15,8,10,3,75,118
15,8,10,3,76,123
15,8,10,3,77,124
15,8,10,3,78,124
15,8,10,3,79,118
15,8,10,3,80,126
15,8,10,3,81,127
15,8,10,3,82,123
15,8,10,5,40,9
15,8,10,5,41,8
15,8,10,5,42,12
15,8,10,5,43,15
15,8,10,5,44,14
15,8,10,5,45,21
15,8,10,5,46,19
15,8,10,5,47,18
15,8,10,5,48,16
15,8,10,5,49,26
15,8,10,5,50,19
15,8,10,5,51,19
15,8,10,5,52,20
15,8,10,5,53,17
15,8,10,5,54,30
15,8,10,5,55,32
15,8,10,5,56,44
15,8,10,5,57,47
15,8,10,5,58,64
15,8,10,5,59,49
15,8,10,5,60,51
15,8,10,5,61,52
15,8,10,5,62,46
15,8,10,5,63,43
15,8,10,5,64,59
15,8,10,5,65,59
15,8,10,5,66,55
15,8,10,5,67,61
15,8,10,5,68,67
15,8,10,5,69,99
15,8,10,5,70,88
15,8,10,5,71,103
15,8,10,5,72,102
15,8,10,5,73,120
15,8,10,5,74,114
15,8,10,5,75,117
15,8,10,5,76,125
15,8,10,5,77,127
15,8,10,5,78,111
15,8,10,5,79,123
15,8,10,5,80,138
15,8,10,5,81,136
15,8,10,5,82,137
15,8,10,7,40,12
15,8,10,7,41,7
15,8,10,7,42,7
15,8,10,7,43,15
15,8,10,7,44,17
15,8,10,7,45,15
15,8,10,7,46,29
15,8,10,7,47,15
15,8,10,7,48,17
15,8,10,7,49,21
15,8,10,7,50,17
15,8,10,7,51,20
15,8,10,7,52,21
15,8,10,7,53,28
15,8,10,7,54,26
15,8,10,7,55,36
15,8,10,7,56,47
15,8,10,7,57,39
15,8,10,7,58,38
15,8,10,7,59,52
15,8,10,7,60,54
15,8,10,7,61,48
15,8,10,7,62,53
15,8,10,7,63,62
15,8,10,7,64,49
15,8,10,7,65,63
15,8,10,7,66,58
15,8,10,7,67,70
15,8,10,7,68,99
15,8,10,7,69,88
15,8,10,7,70,85
15,8,10,7,71,104
15,8,10,7,72,106
15,8,10,7,73,120
15,8,10,7,74,107
15,8,10,7,75,136
15,8,10,7,76,127
15,8,10,7,77,122
15,8,10,7,78,131
15,8,10,7,79,120
15,8,10,7,80,138
15,8,10,7,81,124
15,8,10,7,82,133
15,8,10,9,40,19
15,8,10,9,41,8
15,8,10,9,42,18
15,8,10,9,43,20
15,8,10,9,44,18
15,8,10,9,45,17
15,8,10,9,46,13
15,8,10,9,47,19
15,8,10,9,48,16
15,8,10,9,49,22
15,8,10,9,50,19
15,8,10,9,51,20
15,8,10,9,52,20
15,8,10,9,53,18
15,8,10,9,54,20
15,8,10,9,55,35
15,8,10,9,56,39
15,8,10,9,57,46
15,8,10,9,58,56
15,8,10,9,59,45
15,8,10,9,60,48
15,8,10,9,61,47
15,8,10,9,62,55
15,8,10,9,63,58
15,8,10,9,64,55
15,8,10,9,65,66
15,8,10,9,66,60
15,8,10,9,67,78
15,8,10,9,68,87
15,8,10,9,69,93
15,8,10,9,70,103
15,8,10,9,71,115
15,8,10,9,72,115
15,8,10,9,73,120
15,8,10,9,74,111
15,8,10,9,75,126
15,8,10,9,76,119
15,8,10,9,77,131
15,8,10,9,78,123
15,8,10,9,79,122
15,8,10,9,80,126
15,8,10,9,81,121
15,8,10,9,82,144
15,8,10,11,40,15
15,8,10,11,41,15
15,8,10,11,42,22
15,8,10,11,43,22
15,8,10,11,44,30
15,8,10,11,45,24
15,8,10,11,46,24
15,8,10,11,47,29
15,8,10,11,48,44
15,8,10,11,49,55
15,8,10,11,50,43
15,8,10,11,51,53
15,8,10,11,52,52
15,8,10,11,53,58
15,8,10,11,54,48
15,8,10,11,55,47
15,8,10,11,56,49
15,8,10,11,57,58
15,8,10,11,58,40
15,8,10,11,59,54
15,8,10,11,60,65
15,8,10,11,61,62
15,8,10,11,62,84
15,8,10,11,63,77
15,8,10,11,64,88
15,8,10,11,65,95
15,8,10,11,66,109
15,8,10,11,67,107
15,8,10,11,68,103
15,8,10,11,69,107
15,8,10,11,70,119
15,8,10,11,71,112
15,8,10,11,72,122
15,8,10,11,73,118
15,8,10,11,74,121
15,8,10,11,75,120
15,8,10,11,76,121
15,8,10,11,77,123
15,8,10,11,78,141
15,8,10,11,79,136
15,8,10,11,80,148
15,8,10,11,81,144
15,8,10,11,82,139
15,8,10,13,40,7
15,8,10,13,41,18
15,8,10,13,42,17
15,8,10,13,43,13
15,8,10,13,44,18
15,8,10,13,45,21
15,8,10,13,46,24
15,8,10,13,47,32
15,8,10,13,48,37
15,8,10,13,49,42
15,8,10,13,50,50
15,8,10,13,51,44
15,8,10,13,52,53
15,8,10,13,53,49
15,8,10,13,54,48
15,8,10,13,55,57
15,8,10,13,56,60
15,8,10,13,57,59
15,8,10,13,58,45
15,8,10,13,59,55
15,8,10,13,60,56
15,8,10,13,61,68
15,8,10,13,62,67
15,8,10,13,63,76
15,8,10,13,64,103
15,8,10,13,65,102
15,8,10,13,66,104
15,8,10,13,67,114
15,8,10,13,68,122
15,8,10,13,69,124
15,8,10,13,70,124
15,8,10,13,71,119
15,8,10,13,72,114
15,8,10,13,73,119
15,8,10,13,74,126
15,8,10,13,75,126
15,8,10,13,76,130
15,8,10,13,77,137
15,8,10,13,78,147
15,8,10,13,79,143
15,8,10,13,80,145
15,8,10,13,81,145
15,8,10,13,82,163
15,8,10,15,40,11
15,8,10,15,41,17
15,8,10,15,42,13
15,8,10,15,43,14
15,8,10,15,44,19
15,8,10,15,45,21
15,8,10,15,46,25
15,8,10,15,47,30
15,8,10,15,48,33
15,8,10,15,49,46
15,8,10,15,50,51
15,8,10,15,51,47
15,8,10,15,52,50
15,8,10,15,53,47
15,8,10,15,54,62
15,8,10,15,55,49
15,8,10,15,56,48
15,8,10,15,57,55
15,8,10,15,58,56
15,8,10,15,59,53
15,8,10,15,60,65
15,8,10,15,61,67
15,8,10,15,62,76
15,8,10,15,63,84
15,8,10,15,64,104
15,8,10,15,65,108
15,8,10,15,66,112
15,8,10,15,67,115
15,8,10,15,68,125
15,8,10,15,69,128
15,8,10,15,70,124
15,8,10,15,71,131
15,8,10,15,72,120
15,8,10,15,73,120
15,8,10,15,74,125
15,8,10,15,75,121
15,8,10,15,76,129
15,8,10,15,77,133
15,8,10,15,78,133
15,8,10,15,79,129
15,8,10,15,80,140
15,8,10,15,81,156
15,8,10,15,82,157
5,8,11,0,40,47
5,8,11,0,41,30
5,8,11,0,42,53
5,8,11,0,43,45
5,8,11,0,44,44
5,8,11,0,45,52
