No,A,B,S,C,HP,Win,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
305,8,8,11,1,64,504,0,0,0,0,0,4,14,8,10,15,14,6,1,2,2,10,25,22,28,29,29,26,23,2,0,0,0,0,0,0,0,0,0,6,36,40,40,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,8,8,11,1,65,453,0,0,0,0,0,0,6,8,7,5,4,8,7,3,3,6,7,27,25,27,26,20,22,31,6,0,0,0,0,0,0,0,0,0,3,31,41,31,42,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,8,8,11,1,66,487,0,0,1,0,0,0,1,0,7,5,10,13,8,6,3,2,6,12,29,36,21,29,32,21,28,2,0,0,0,0,0,0,0,0,0,4,28,39,36,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,8,8,11,1,67,455,3,0,0,0,0,0,0,1,2,11,5,7,8,11,9,5,3,4,7,16,27,18,27,28,22,20,6,0,0,0,0,0,0,0,0,0,4,31,41,31,51,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,8,8,11,1,68,496,9,6,0,0,1,0,0,0,1,1,4,8,9,17,7,8,2,1,6,7,23,28,26,40,20,24,23,1,0,0,0,0,0,0,0,0,0,7,33,43,27,46,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,8,8,11,1,69,497,24,10,3,0,0,0,0,0,0,0,3,5,7,11,15,10,6,5,4,8,11,22,10,17,34,29,26,18,4,0,0,0,0,0,0,0,0,0,6,42,34,29,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,8,8,11,1,70,533,24,25,12,6,1,0,0,0,0,0,1,1,6,12,15,7,9,4,4,3,6,11,20,12,25,23,29,29,28,5,0,0,0,0,0,0,0,0,0,6,29,39,38,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,8,8,11,1,71,558,26,27,20,4,5,2,0,0,0,0,0,0,2,10,6,10,8,14,8,4,2,9,6,15,19,28,24,22,28,31,4,0,0,0,0,0,0,0,0,0,6,26,58,30,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,8,8,11,1,72,579,28,21,23,11,9,4,2,0,0,0,0,1,0,2,7,6,6,7,12,5,4,0,9,13,19,15,25,37,26,29,30,2,0,0,0,0,0,0,0,0,0,6,43,40,28,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
314,8,8,11,1,73,597,23,25,28,18,13,9,2,0,0,0,0,0,0,2,2,2,9,16,17,5,2,1,0,4,12,22,31,25,31,25,28,25,1,0,0,0,0,0,0,0,0,0,3,31,44,35,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
316,8,8,11,1,75,642,16,21,20,22,38,29,21,3,1,1,0,0,0,0,0,0,3,8,4,8,9,5,9,2,1,9,10,24,20,27,31,27,29,22,5,0,0,0,0,0,0,0,0,0,6,40,40,34,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
315,8,8,11,1,74,635,21,19,25,27,26,20,4,0,0,0,0,0,0,0,1,2,4,9,11,13,7,9,5,3,6,8,17,31,21,39,28,29,22,4,0,0,0,0,0,0,0,0,0,3,39,36,32,52,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
317,8,8,11,1,76,645,11,18,27,27,25,21,19,14,10,6,0,1,0,0,0,0,0,3,2,6,12,5,5,4,0,2,14,5,19,23,24,39,30,33,26,6,0,0,0,0,0,0,0,0,0,4,23,46,34,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
318,8,8,11,1,77,670,15,10,20,25,27,23,28,21,15,9,4,1,1,0,0,0,0,1,5,7,8,15,12,5,12,0,3,7,7,17,32,33,32,25,26,19,2,0,0,0,0,0,0,0,0,0,2,23,40,37,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
319,8,8,11,1,78,670,3,6,10,21,15,26,27,22,21,16,15,6,2,0,0,0,0,0,0,2,5,8,13,7,13,6,1,0,7,15,20,17,17,25,35,28,22,4,0,0,0,0,0,0,0,0,0,4,42,49,38,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
321,8,8,11,3,50,452,7,5,4,12,10,12,29,29,13,21,25,21,12,0,0,0,0,0,0,5,42,65,27,52,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,8,8,11,3,51,416,0,7,3,7,4,5,4,18,22,24,18,21,27,11,0,0,0,0,0,0,7,48,50,28,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,8,8,11,1,79,671,3,8,10,11,24,14,15,14,27,18,19,8,1,1,0,0,0,0,0,2,1,1,5,10,12,10,7,8,2,2,5,27,17,27,38,20,22,30,8,0,0,0,0,0,0,0,0,0,7,41,47,44,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
323,8,8,11,3,52,427,2,2,3,9,8,15,9,14,25,21,24,22,19,23,17,0,0,0,0,0,0,6,30,41,39,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,8,8,11,3,53,423,4,3,5,11,5,9,9,6,13,22,31,19,24,16,24,16,0,0,0,0,0,0,3,34,38,28,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8,8,11,3,54,432,4,4,5,2,13,8,14,7,6,12,20,22,24,28,16,23,10,0,0,0,0,0,0,10,36,39,34,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,8,8,11,3,56,446,10,11,7,0,0,2,6,10,6,10,8,7,27,26,12,16,15,27,19,0,0,0,0,0,0,4,36,51,32,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,8,8,11,3,55,408,8,8,1,4,0,8,5,7,2,11,6,18,16,16,24,23,21,19,0,0,0,0,0,0,5,31,31,38,38,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,8,8,11,3,57,446,9,3,10,8,7,4,1,6,10,3,8,7,4,20,25,21,21,19,36,11,0,0,0,0,0,0,7,29,27,41,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,8,8,11,3,59,494,5,4,10,12,16,10,4,2,1,8,5,5,6,8,9,22,28,26,30,16,18,20,0,0,0,0,0,0,6,33,38,37,49,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,8,8,11,3,58,479,5,5,9,9,15,4,5,3,9,12,6,5,1,12,27,28,13,15,23,26,21,0,0,0,0,0,0,6,33,46,36,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,8,8,11,3,60,438,0,4,5,5,12,16,8,6,4,2,11,9,6,4,6,6,19,21,15,20,20,21,6,0,0,0,0,0,0,3,36,48,33,39,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,8,8,11,3,61,472,0,0,4,8,8,12,6,5,4,2,0,5,8,10,7,8,14,23,34,30,27,13,29,10,0,0,0,0,0,0,6,29,46,36,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,8,8,11,3,62,470,0,1,1,3,4,9,19,10,8,5,2,3,10,8,6,5,11,11,17,21,23,25,14,17,10,0,0,0,0,0,0,2,46,38,43,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,8,8,11,3,63,499,2,0,0,1,0,5,7,8,5,10,4,6,2,10,7,12,6,9,8,24,22,17,29,14,30,21,0,0,0,0,0,0,5,34,46,42,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,8,8,11,3,64,452,12,2,0,0,0,2,3,7,8,6,6,7,2,0,6,11,7,2,10,4,19,23,26,19,17,24,12,0,0,0,0,0,0,4,39,35,43,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,8,8,11,3,65,508,7,7,1,0,0,1,1,4,8,13,8,13,7,1,1,6,8,8,8,10,12,24,14,28,41,19,25,15,0,0,0,0,0,0,4,36,38,27,57,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,8,8,11,3,66,503,11,9,12,0,0,0,0,2,9,6,10,4,12,7,5,2,7,8,12,10,8,8,31,11,22,32,22,20,19,0,0,0,0,0,0,5,25,50,44,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,8,8,11,3,67,516,17,6,8,6,3,0,0,1,2,1,3,9,17,11,2,1,0,13,9,4,10,8,6,17,14,23,16,19,28,20,0,0,0,0,0,0,7,40,40,43,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,8,8,11,3,69,583,21,22,20,14,12,5,3,0,0,3,3,11,11,11,11,11,4,2,5,6,5,4,5,12,6,15,21,19,18,17,29,15,0,0,0,0,0,0,7,33,46,45,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,8,8,11,3,68,566,23,21,11,10,10,2,0,0,1,1,2,6,8,12,5,6,3,2,8,3,10,9,16,17,20,12,15,26,33,21,20,0,0,0,0,0,0,5,32,52,37,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,8,8,11,3,70,598,33,33,18,21,21,14,6,0,0,0,0,4,4,6,11,11,8,2,1,2,12,4,6,9,5,6,18,19,25,24,18,19,14,0,0,0,0,0,0,3,41,39,34,42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,8,8,11,3,71,607,20,13,29,25,25,17,9,9,1,1,0,1,7,4,5,11,14,13,8,0,4,4,7,4,4,5,10,16,28,26,26,17,20,19,0,0,0,0,0,0,4,33,43,30,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,8,8,11,3,73,656,7,14,19,28,22,20,24,9,11,9,2,0,0,2,4,6,7,6,12,12,5,1,1,9,7,8,7,13,11,32,28,16,31,15,37,15,0,0,0,0,0,0,3,33,39,32,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
343,8,8,11,3,72,636,14,27,19,29,26,23,20,9,3,0,0,0,0,1,2,10,14,12,10,5,3,1,9,4,1,6,13,12,23,25,28,26,18,19,19,0,0,0,0,0,0,3,28,43,41,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
346,8,8,11,3,75,666,7,7,14,7,24,21,25,11,22,14,8,8,0,0,0,2,4,8,5,15,11,3,3,3,4,4,10,5,4,7,13,24,31,25,21,21,21,11,0,0,0,0,0,0,3,35,48,33,53,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
345,8,8,11,3,74,657,10,9,19,15,15,14,22,22,17,16,6,2,1,0,0,3,2,10,19,15,6,2,3,1,7,5,4,12,7,9,27,13,24,22,22,21,17,0,0,0,0,0,0,5,41,43,30,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
348,8,8,11,3,77,666,17,7,7,11,9,12,28,24,20,20,20,15,9,4,2,0,0,1,3,3,7,8,10,5,3,1,1,11,14,6,9,7,6,17,18,18,19,17,28,20,0,0,0,0,0,0,6,37,45,39,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
347,8,8,11,3,76,675,11,8,12,12,16,19,23,28,19,21,14,8,9,1,1,0,0,4,1,10,10,12,4,5,3,0,11,3,5,10,9,11,23,22,22,22,18,17,21,0,0,0,0,0,0,7,37,46,35,49,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
349,8,8,11,3,78,695,7,10,7,11,9,10,15,23,30,15,29,18,14,12,6,1,0,1,0,3,6,9,8,11,9,6,1,3,5,5,5,10,11,8,26,23,22,19,16,27,15,0,0,0,0,0,0,3,19,49,46,48,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
350,8,8,11,3,79,680,10,13,11,6,3,14,10,14,9,17,29,29,20,14,12,5,2,0,0,0,4,6,9,15,11,3,5,1,1,6,4,2,7,12,10,16,23,20,20,17,19,18,0,0,0,0,0,0,4,37,37,40,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
351,8,8,11,5,50,404,2,7,7,5,4,16,26,13,22,33,15,25,11,0,0,0,0,0,0,4,27,55,46,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,8,8,11,5,51,449,3,4,11,5,11,9,6,20,24,17,21,19,31,17,0,0,0,0,0,0,6,41,50,39,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,8,8,11,5,52,412,3,1,4,4,11,8,7,11,22,26,14,18,15,30,16,0,0,0,0,0,0,6,54,38,36,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,8,8,11,5,53,443,5,4,1,5,8,9,10,4,12,23,17,19,29,17,27,18,0,0,0,0,0,0,7,43,42,47,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,8,8,11,5,54,447,11,8,5,4,0,15,5,6,7,12,21,29,28,25,17,25,6,0,0,0,0,0,0,1,43,52,28,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,8,8,11,5,55,432,5,11,6,0,0,4,7,8,7,9,10,17,24,20,17,21,30,13,0,0,0,0,0,0,3,43,41,36,47,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,8,8,11,5,57,476,10,9,7,12,5,2,3,10,10,5,8,9,14,19,16,21,21,12,23,13,0,0,0,0,0,0,3,42,55,44,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,8,8,11,5,56,464,17,10,7,6,3,2,10,6,10,8,9,15,17,19,18,22,18,25,16,0,0,0,0,0,0,5,34,48,29,46,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,8,8,11,5,59,489,3,11,6,9,10,2,4,3,1,9,8,6,6,7,14,18,12,23,16,18,20,17,0,0,0,0,0,0,6,48,38,51,55,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,8,8,11,5,58,505,6,9,7,17,2,2,1,2,10,6,5,6,9,16,24,26,21,23,22,28,14,0,0,0,0,0,0,6,44,40,41,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,8,8,11,5,60,486,1,5,2,12,14,13,6,4,0,1,12,8,4,3,7,8,21,15,20,14,25,28,18,0,0,0,0,0,0,5,42,55,30,50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,8,8,11,5,61,457,0,0,5,9,8,10,7,7,3,3,1,4,7,5,9,10,13,17,27,19,24,23,22,14,0,0,0,0,0,0,4,51,38,30,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,8,8,11,5,63,506,0,0,0,1,3,3,11,8,14,10,8,1,2,8,12,5,9,7,14,21,27,26,32,18,19,17,0,0,0,0,0,0,8,36,42,30,48,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,8,8,11,5,62,470,0,0,0,0,6,4,10,9,5,8,3,0,7,7,13,11,9,13,19,22,17,19,20,24,18,0,0,0,0,0,0,6,40,44,40,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,8,8,11,5,64,508,7,4,0,0,0,2,3,6,14,11,8,2,1,3,5,8,5,9,13,14,23,25,28,28,22,24,20,0,0,0,0,0,0,8,34,41,32,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,8,8,11,5,65,510,16,9,3,0,0,0,5,4,8,11,14,6,3,4,1,5,12,3,8,4,6,27,20,24,20,18,32,14,0,0,0,0,0,0,8,50,44,34,51,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,8,8,11,5,66,496,13,5,2,2,0,1,1,1,5,8,9,12,5,2,2,0,6,7,5,6,4,18,19,26,16,27,21,28,18,0,0,0,0,0,0,7,45,32,34,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,8,8,11,5,67,536,17,12,10,6,2,0,0,2,2,5,7,12,9,6,8,2,3,13,6,4,8,7,9,32,22,20,16,23,23,15,0,0,0,0,0,0,13,34,47,34,56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,8,8,11,5,68,578,20,22,14,7,6,3,0,1,1,5,8,6,15,10,8,2,1,2,8,10,9,7,8,10,16,26,25,16,23,26,18,0,0,0,0,0,0,6,52,38,39,39,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,8,8,11,5,69,588,30,22,25,12,6,6,3,0,0,0,3,7,11,8,12,7,5,4,0,6,5,7,11,8,7,24,18,21,19,22,38,11,0,0,0,0,0,0,5,39,32,38,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,8,8,11,5,70,581,16,18,20,20,20,13,5,2,0,0,1,5,6,9,6,9,9,2,3,2,6,7,8,3,12,8,31,19,22,13,23,39,14,0,0,0,0,0,0,2,36,42,41,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,8,8,11,5,71,613,25,22,24,22,17,10,10,7,1,0,0,0,2,5,10,10,12,11,6,5,1,13,6,6,5,8,11,15,26,23,23,27,28,9,0,0,0,0,0,0,5,37,42,35,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,8,8,11,5,72,632,17,15,22,19,29,22,17,11,3,1,0,0,1,4,9,10,14,13,7,4,1,2,9,12,4,4,12,6,20,27,26,22,24,18,15,0,0,0,0,0,0,6,30,35,37,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
374,8,8,11,5,73,657,16,13,18,13,18,21,14,17,7,4,0,0,0,2,2,6,5,13,10,4,5,6,3,6,3,6,6,10,9,29,21,26,23,21,24,13,0,0,0,0,0,0,5,48,35,42,60,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
375,8,8,11,5,74,635,12,11,12,21,19,21,18,11,10,12,6,3,0,0,0,1,5,7,9,8,7,4,3,2,7,4,7,7,10,9,24,24,20,32,15,28,11,0,0,0,0,0,0,6,35,43,38,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
376,8,8,11,5,75,684,8,3,11,15,30,25,27,15,25,17,6,11,0,0,0,1,6,6,9,7,16,9,8,2,5,6,9,8,2,13,9,28,31,9,25,26,26,13,0,0,0,0,0,0,5,34,44,34,30,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
377,8,8,11,5,76,656,7,11,10,8,13,17,18,24,19,28,14,11,6,3,0,0,0,4,5,5,10,16,11,5,3,2,14,7,5,9,7,8,13,28,18,28,22,34,10,0,0,0,0,0,0,3,41,48,36,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
378,8,8,11,5,77,695,7,11,8,9,10,16,23,18,18,27,26,18,13,5,1,0,0,0,3,5,14,5,8,10,10,2,3,13,8,6,8,11,13,23,21,19,27,17,29,19,0,0,0,0,0,0,0,31,44,31,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
381,8,8,11,7,50,413,0,1,2,8,7,12,31,22,36,22,15,18,10,0,0,0,0,0,0,6,33,43,41,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
