Type,A,B,HP,Win
0,6,5,9,97
0,6,5,10,100
0,6,5,11,115
0,6,5,12,111
0,6,5,13,102
0,6,5,14,120
0,6,5,15,112
0,6,5,16,127
0,6,5,17,123
0,6,5,18,121
0,6,5,19,136
0,6,5,20,129
0,6,5,21,136
0,6,5,22,149
0,6,5,23,143
0,6,5,24,146
0,6,5,25,150
0,6,5,26,148
0,6,5,27,155
0,6,5,28,160
0,6,5,29,152
0,6,5,30,160
0,6,8,1,13
0,6,8,2,16
0,6,8,3,18
0,6,8,4,14
0,6,8,5,66
0,6,8,6,64
0,6,8,7,64
0,6,8,8,66
0,6,8,9,102
0,6,8,10,100
0,6,8,11,107
0,6,8,12,111
0,6,8,13,107
0,6,8,14,112
0,6,8,15,111
0,6,8,16,112
0,6,8,17,122
0,6,8,18,118
0,6,8,19,126
0,6,8,20,128
0,6,8,21,125
0,6,8,22,146
0,6,8,23,131
0,6,8,24,127
0,6,8,25,148
0,6,8,26,142
0,6,8,27,148
0,6,8,28,153
0,6,8,29,151
0,6,8,30,162
0,6,10,1,13
0,6,10,2,16
0,6,10,3,15
0,6,10,4,18
0,6,10,5,66
0,6,10,6,72
0,6,10,7,63
0,6,10,8,77
0,6,10,9,95
0,6,10,10,92
0,6,10,11,103
0,6,10,12,104
0,6,10,13,117
0,6,10,14,113
0,6,10,15,119
0,6,10,16,115
0,6,10,17,118
0,6,10,18,134
0,6,10,19,133
0,6,10,20,132
0,6,10,21,142
0,6,10,22,138
0,6,10,23,148
0,6,10,24,144
0,6,10,25,156
0,6,10,26,150
0,6,10,27,162
0,6,10,28,150
0,6,10,29,149
0,6,10,30,159
0,6,12,1,15
0,6,12,2,17
0,6,12,3,14
0,6,12,4,17
0,6,12,5,66
0,6,12,6,61
0,6,12,7,65
0,6,12,8,60
0,6,12,9,102
0,6,12,10,103
0,6,12,11,120
0,6,12,12,109
0,6,12,13,96
0,6,12,14,120
0,6,12,15,119
0,6,12,16,113
0,6,12,17,126
0,6,12,18,138
0,6,12,19,136
0,6,12,20,140
0,6,12,21,141
0,6,12,22,135
0,6,12,23,143
0,6,12,24,135
0,6,12,25,153
0,6,12,26,158
0,6,12,27,156
0,6,12,28,151
0,6,12,29,156
0,6,12,30,161
0,6,14,1,25
0,6,14,2,18
0,6,14,3,16
0,6,14,4,21
0,6,14,5,70
0,6,14,6,74
0,6,14,7,66
0,6,14,8,65
0,6,14,9,86
0,6,14,10,104
0,6,14,11,104
0,6,14,12,90
0,6,14,13,114
0,6,14,14,127
0,6,14,15,110
0,6,14,16,122
0,6,14,17,129
0,6,14,18,131
0,6,14,19,115
0,6,14,20,118
0,6,14,21,128
0,6,14,22,143
0,6,14,23,142
0,6,14,24,138
0,6,14,25,158
0,6,14,26,148
0,6,14,27,163
0,6,14,28,154
0,6,14,29,156
0,6,14,30,156
0,8,0,1,17
0,8,0,2,15
0,8,0,3,20
0,8,0,4,21
0,8,0,5,17
0,8,0,6,61
0,8,0,7,71
0,8,0,8,71
0,8,0,9,78
0,8,0,10,73
0,8,0,11,97
0,8,0,12,117
0,8,0,13,113
0,8,0,14,119
0,8,0,15,123
0,8,0,16,133
0,8,0,17,126
0,8,0,18,108
0,8,0,19,116
0,8,0,20,132
0,8,0,21,120
0,8,0,22,133
0,8,0,23,139
0,8,0,24,132
0,8,0,25,149
0,8,0,26,148
0,8,0,27,158
0,8,0,28,148
0,8,0,29,142
0,8,0,30,162
0,8,1,1,14
0,8,1,2,13
0,8,1,3,17
0,8,1,4,16
0,8,1,5,19
0,8,1,6,84
0,8,1,7,80
0,8,1,8,71
0,8,1,9,75
0,8,1,10,77
0,8,1,11,116
0,8,1,12,122
0,8,1,13,124
0,8,1,14,117
0,8,1,15,127
0,8,1,16,117
0,8,1,17,122
0,8,1,18,116
0,8,1,19,134
0,8,1,20,129
0,8,1,21,122
0,8,1,22,127
0,8,1,23,137
0,8,1,24,135
0,8,1,25,155
0,8,1,26,161
0,8,1,27,141
0,8,1,28,156
0,8,1,29,147
0,8,1,30,160
0,8,3,1,14
0,8,3,2,15
0,8,3,3,16
0,8,3,4,14
0,8,3,5,78
0,8,3,6,75
