No,Type,A,B,HP,Win,Frame
7,1,15,15,47,1000,684018
6,1,15,0,47,1000,683907
0,0,0,0,47,956,661089
2,0,15,0,47,954,659160
1,0,0,15,47,966,664934
3,0,15,15,47,960,663607
4,1,0,0,47,992,691983
5,1,0,15,47,994,696589
